id,name,chain_type,province,city,district,address,business_hours,phone,image,lat,lng
1395,影石Insta360北京798创意园授权专卖店,授权专卖店,北京市,市辖区,朝阳区,酒仙桥路 4号院内751影石体验店（便利蜂旁边）,10:00~20:00,15679620963,https://res.insta360.com/static/6458cc9beab9585cd02cb8f3b2a710c0/1961751171666_.pic_hd.jpg,39.990565,116.504968
778,影石Insta360北京五棵松照材专卖店,授权专卖店,北京市,市辖区,海淀区,北京市海淀区西四环中路6号五棵松摄影器材城一层C24A影石,09:30-17:20,13121193161,https://res.insta360.com/static/faf87e707eb50e61049f3a5331257bc5/1%E4%BA%94%E6%A3%B5%E6%9D%BE%E9%97%A8%E5%BA%97%E7%85%A7%E7%89%87.jpeg,39.927195,116.282381
1525,影石Insta360北京马连道照材专区,合作体验点,北京市,市辖区,西城区,北京市西城区马连道摄影器材城4层南区202,9:30-18:00,18501219182,https://res.insta360.com/static/337507cfacbca0b0fe0d8a8808b128d3/882cac2deb236012889aeff533d6590.jpg,39.89,116.33
1352,北京马连道照材店,合作体验点,北京市,市辖区,西城区,马连道摄影器材城4层南区202张张丽摄影 ,周一～周日9:30-18:00,18501219182,,39.889093,116.332624
759,中体冠军,合作体验点,北京市,市辖区,昌平区,北七家温都水城能量馆北京中体冠军仓储店,,,,40.109687,116.375881
842,北京SKP商场店,合作体验点,北京市,市辖区,朝阳区,建国路87号五层,,,,39.916203,116.485557
499,北京三里屯店,合作体验点,北京市,市辖区,朝阳区,工体北路三里屯交汇处三里屯路19号院三里屯Village购物中心（顺电）,,,,39.9381,116.460212
906,北京东枫德必A座店,合作体验点,北京市,市辖区,朝阳区,东风南路8号东枫德必A座1层 黛德安,,,,39.960988,116.512677
497,北京东直门店,合作体验点,北京市,市辖区,东城区,东直门南大街1号北京来福士购物中心4层20号（顺电）,,,,39.94606,116.438918
902,北京中体冠军店,合作体验点,北京市,市辖区,昌平区,七家温都水城能量馆北京中体冠军仓储店,,,,40.109687,116.375881
850,北京公益西桥店,合作体验点,北京市,市辖区,丰台区,城南嘉园益城园14号楼BHGMall北京华联公益西桥购物中心（鹰巢数码）,,,,39.840786,116.375516
436,北京北苑上品店,合作体验点,北京市,市辖区,朝阳区,北苑路甲13号上品+互联网城市奥莱一层（UP+）,,,,40.037985,116.423171
851,北京四通桥当代店,合作体验点,北京市,市辖区,海淀区,中关村大街40号1层（鹰巢数码）,,,,39.976328,116.327636
691,北京国贸SOLOX店,合作体验点,北京市,市辖区,朝阳区,建国门外大街1号商场地上一层3L102、3L103、3L104号双层铺位SOLOX（SNOW51）,,,,39.918265,116.466224
498,北京国贸店,合作体验点,北京市,市辖区,朝阳区,建国门外大街一号中国国际贸易中心国贸商城三期3B209/210（顺电）,,,,39.916676,116.465988
845,北京复兴门百盛店,合作体验点,北京市,市辖区,西城区,复兴门内大街101号百盛购物中心南楼3层（鹰巢数码）,,,,39.91422,116.364773
816,北京奥莱店,合作体验点,北京市,市辖区,房山区,京良路首创奥特莱斯F1-A01B（恒洲苹果）,,,,39.769005,116.195571
500,北京新奥店,合作体验点,北京市,市辖区,朝阳区,湖景东路11号新奥购物中心B2（顺电）,,,,40.006364,116.402911
843,北京燕莎亮马桥店,合作体验点,北京市,市辖区,朝阳区,亮马桥路52号燕莎友谊商城5层（鹰巢数码）,,,,39.954562,116.469751
844,北京燕莎金源店,合作体验点,北京市,市辖区,海淀区,远大路1号金源燕莎友谊商城B1层（鹰巢数码）,,,,39.965015,116.297826
849,北京甘家口店,合作体验点,北京市,市辖区,海淀区,三里河路17号甘家口大厦一层鹰巢数码,,,,39.933037,116.339848
847,北京翠微公主坟店,合作体验点,北京市,市辖区,海淀区,复兴路33号公主坟翠微百货A座四层鹰巢数码,,,,39.914267,116.309228
846,北京翠微牡丹园店,合作体验点,北京市,市辖区,海淀区,花园路2号翠微百货牡丹园店三层鹰巢数码,,,,39.983318,116.373697
501,北京颐堤港店,合作体验点,北京市,市辖区,朝阳区,酒仙桥颐堤港商场（顺电）,,,,39.975869,116.498004
848,北京龙德广场店,合作体验点,北京市,市辖区,昌平区,立汤路186号翠微龙德广场3层（鹰巢数码）,,,,40.065969,116.422025
1552,北京五棵松摄影城华聿资通售点1,合作体验点,北京市,市辖区,海淀区,北京市海淀区五棵松摄影城B20,,,,39.93,116.28
1557,北京光华路SOHO大厦九州摄影器材售点1,合作体验点,北京市,市辖区,朝阳区,北京市朝阳区光华路22号光华路SOHO大厦一期二层 212,,,,39.92,116.46
1544,北京百子湾卡达摄影器材售点1,合作体验点,北京市,市辖区,朝阳区,北京市朝阳区广渠路11号院 能+中心底商A座103,,,,39.9,116.51
1550,北京五棵松博华同达售点1,合作体验点,北京市,市辖区,海淀区,北京五棵松国际摄影器材城一层C26,,,,39.93,116.28
1543,北京马连道卡达摄影器材售点1,合作体验点,北京市,市辖区,西城区,北京市西城区马连道11号马连道摄影器材城4层南区212号,,,,39.89,116.33
685,雪具授权体验店（三里屯旗舰店）,合作体验点,北京市,市辖区,朝阳区,工体北路8号院三里屯SOHO五楼6号商城B1-1650（冷山雪具）,,,,39.937095,116.460233
682,雪具授权体验店（顺义店）,合作体验点,北京市,市辖区,顺义区,马坡镇南陈路66号傲天极限装备库,,,,40.170011,116.622816
1425,影石Insta360天津梅江天街授权体验店,授权专卖店,天津市,市辖区,西青区,天津市西青区津门湖街丽江道6号龙湖天津梅江天街1F-41,10:00-22:00,16622572891,https://res.insta360.com/static/fa83f17658472a0ae8959582b065d6d6/image.png,39.07,117.21
1408,影石Insta360天津天河城授权体验店,授权专卖店,天津市,市辖区,和平区,天津市和平区天河城购物中心5FD12,10:00-22:00 ,13096518676,https://res.insta360.com/static/e26e74afe2a96fc57981d2b4b5961339/adb8e38202d3db5ca830f67fcda38734.JPEG,39.133042,117.210668
1353,影石Insta360天津万象城授权体验店,授权专卖店,天津市,市辖区,河西区,越秀路街道万象城B1-024-2,周一～周日10:00-22:00,13672044033,https://res.insta360.com/static/4dddf0c774e47deb1056714108b10a1d/6251735805199_.pic_hd.jpg,39.096493,117.219971
1392,影石Insta360天津南开大悦城授权体验店,授权专卖店,天津市,市辖区,南开区,天津市南开区南门外大街2-6号大悦城南区2F-D41影石,10:00-22:00,17695932048,https://res.insta360.com/static/1d5e136d1ec61d6ac9da4adde055ff1f/image.png,39.13894,117.186449
1409,影石Insta360天津百脑汇照材专卖店,合作体验点,天津市,市辖区,南开区,天津市南开区鞍山西道336号百脑汇商场1A03,9:30-19:00,15633811583,https://res.insta360.com/static/d58d5a1d0cdefb0b5e76a547756658d0/b9ef1ce6b22864c8983a4554dc20fc0c.jpg,39.121516,117.164491
1559,天津金元宝爱来无忧售点1,合作体验点,天津市,市辖区,滨海新区,天津市滨海新区开发区黄海路19号爱来无忧4楼,,,,39.04,117.69
533,天津六纬路店,合作体验点,天津市,市辖区,河东区,嘉里汇购物中心B1层B1039（顺电）,,,,39.133376,117.223534
901,天津冰峰店,合作体验点,天津市,市辖区,河东区,海河东路棉三创意园8号楼1541冰峰极限滑雪装备店,,,,39.09627,117.252536
534,天津友谊路,合作体验点,天津市,市辖区,河西区,乐园道9号（银河国际购物中心L3001）（顺电）,,,,39.095923,117.220342
815,天津爱来店,合作体验点,天津市,市辖区,滨海新区,东大街355号金元宝爱来无忧数码电器广场（恒州）,,,,39.020634,117.677629
1399,影石Insta360石家庄万象城授权体验店,授权专卖店,河北省,石家庄市,桥西区,河北省石家庄市桥西区中山西路108号华润万象城B1-B104A,10:00-22:00,13785418851,https://res.insta360.com/static/4196e9fc879ceba5425a296ea76d3d25/%E9%97%A8%E5%A4%B4.jpg,38.04813,114.485054
1480,影石Insta360石家庄太和电子城照材专卖店,授权专卖店,河北省,石家庄市,新华区,石家庄市新华区太和电子城一层F区40号,9:00~18:00,13582157063,https://res.insta360.com/static/9043bba87e93a431eeb4b5e57add5f25/a444ad279c8f24a97ed4d06765253f73.jpg,38.05,114.49
1567,河北石家庄织音1953影石insta专卖店,授权专卖店,河北省,石家庄市,长安区,河北省石家庄市长安区和平东路161号织音1953园区完美人生一层 N-1066,,13111527531,,38.06,114.52
1546,石家庄蓝墨里京东之家售点1,合作体验点,河北省,石家庄市,桥西区,河北省石家庄市桥西区蓝墨里购物中心1楼京东之家,,,,38.03,114.5
1549,石家庄保利广场京东之家售点1,合作体验点,河北省,石家庄市,长安区,体育北大街191号保利广场一层1009A ,,,,38.08,114.54
1551,石家庄太和电子城冀中数码售点1,合作体验点,河北省,石家庄市,新华区,金桥北大街太和电子城一层F区1-2号,,,,38.05,114.49
1554,石家庄海龙电子城佳尼特电子售点1,合作体验点,河北省,石家庄市,长安区,石家庄市长安区广安大街6号海龙电子城1楼A2-3,,,,38.05,114.53
1542,石家庄太和电子城新勇数码售点1,合作体验点,河北省,石家庄市,新华区,金桥北大街太和电子城一层F区24-25号,,,,38.05,114.49
1548,石家庄太和电子城珲安电子售点1,合作体验点,河北省,石家庄市,新华区,金桥北大街6号太和电子城一层F区40号,,,,38.05,114.49
1560,石家庄中冶盛世广场疆域蓝图售点1 ,合作体验点,河北省,石家庄市,裕华区,河北省石家庄市裕华区裕兴街道中冶盛世广场A座东南角,,,,38.01,114.55
1006,唐山超商店,合作体验点,河北省,唐山市,路北区,新华东道125号唐百超级商场一层苹果店,,,,39.63271,118.1853
1545,唐山数码广场照材专卖店,授权专卖店,河北省,唐山市,路北区,河北省唐山市路北区建设路硅谷大厦一层1b17,,,,39.65,118.18
1558,唐山北新道蜗牛摄影器材售点1,合作体验点,河北省,唐山市,路北区,唐山北新道蜗牛摄影器材售点1,,,,39.64,118.17
812,唐百超级商场店,合作体验点,河北省,唐山市,路北区,新华东道125号唐百超级商场一层苹果店（松联）,,,,39.632702,118.185295
1034,秦皇岛万象汇店,合作体验点,河北省,秦皇岛市,海港区,河北省秦皇岛市海港区河北大街中段115号乐都汇购物中心一层L143号i-Zone苹果,,,,39.93955,119.61028
1019,邯郸新世纪店,合作体验点,河北省,邯郸市,丛台区,中华大街与人民路交叉口新世纪广场北扩一层i-Zone苹果店,,,,36.61724,114.5017
1020,邯郸天鸿店,合作体验点,河北省,邯郸市,丛台区,联纺东路505号A座一楼02柜组苹果体验店,,,,36.63209,114.52612
1541,邯郸日月城燕赵数码售点1,合作体验点,河北省,邯郸市,丛台区,陵西大街阳光三联电器日月城一楼  ,,,,36.61,114.49
1048,邢台万达店,合作体验点,河北省,邢台市,襄都区,河北省邢台市开元北路与泉南大道交叉口西北角万达广场一层苹果店,,,,37.09114,114.51988
1555,邢台中华科技大厦彭朋电子售点1,合作体验点,河北省,邢台市,信都区,河北省邢台市信都区中华科技大厦一层112号  ,,,,37.08,114.49
1007,保定竞秀万博店,合作体验点,河北省,保定市,竞秀区,大街99号万博广场一层苹果店F10009号,,,,38.88246,115.47623
1566,河北保定市西大街影石Insta360专卖店,授权专卖店,河北省,保定市,莲池区,保定市莲池区淮军公所B区6号楼,,19931256777,,38.86,115.5
1556,保定银杏路西路塑叁工业园区今日吉瑞相机售点1,合作体验点,河北省,保定市,竞秀区,保定市竞秀区银杏路西路塑叁工业园区66号,,,,38.9,115.47
1547,保定颐高广场友联铭扬数码售点1,合作体验点,河北省,保定市,莲池区,河北省保定市莲池区裕华路颐高数码广场2028号,,,,38.51,115.29
811,保定万博店,合作体验点,河北省,保定市,竞秀区,东风中路1999号万博广场一楼（松联）,,,,38.882356,115.476353
681,雪具授权体验店（崇礼店）,合作体验点,河北省,张家口市,崇礼区,美食街一号傲天极限单双板集合店,,,,40.985163,115.298367
1033,沧州吾悦苹果店,合作体验点,河北省,沧州市,运河区,河北省沧州市运河区永安南大街与海河西路交叉口吾悦广场1002号i-Zone苹果,,,,38.27923,116.83448
810,沧州吾悦店,合作体验点,河北省,沧州市,运河区,永安南大道吾悦广场一楼（松联）,,,,29.564371,106.583369
1038,衡水怡然城店,合作体验点,河北省,衡水市,桃城区,河北省衡水市桃城区大庆东路369号怡然城北区一层1F-009商铺,,,,37.75502,115.70665
1553,衡水市紫金广场航拍视界售点1,合作体验点,河北省,衡水市,桃城区,桃城区紫金广场1195号门店,,,,37.75,115.67
1575,影石Insta360太原阳光数码港照材专区,授权专卖店,山西省,太原市,小店区,山西省太原市小店区南内环街阳光数码港二层A224,冬季早9点到下午6点，夏季早9点到下午7点,15536501051,https://res.insta360.com/static/e7079af600ade5418bf2ea9515b061ae/20251105-175031.jpeg,37.84,112.57
1232,影石小店区授权体验点,合作体验点,山西省,太原市,小店区,南内环街阳光数码港二层A223-224,,,,37.844818,112.570135
1237,尼佳数码体验店,合作体验点,山西省,太原市,小店区,南内环街130号青龙电脑城一层一期014号（西北门口）,,,,37.844829,112.563962
1236,菲林数码体验店,合作体验点,山西省,大同市,平城区,东信上悦城菲林数码,,,,40.059638,113.304699
1234,华洋数码影石体验点,合作体验点,山西省,朔州市,朔城区,南城街道鄯阳街华洋数码相机 ,,,,39.324797,112.437623
1235,一帆数码体验店,合作体验点,山西省,运城市,盐湖区,红旗西街电脑城一帆数码,,,,35.020893,110.994058
1539,影石Insta360沈阳三台子万象汇授权体验店,授权专卖店,辽宁省,沈阳市,皇姑区,辽宁省沈阳市皇姑区黄河北大街33号华润置地沈阳三台子万象汇L183,10:00-22:00,13889182947,https://res.insta360.com/static/f2e4bc375697f0ee3cb11a66ee72982e/mmexport3b3814ec4798e808c8ea34b4f561cf1e_1758093803897.jpeg,41.88,123.42
1563,影石Insta360沈阳万象城授权体验店,授权专卖店,辽宁省,沈阳市,和平区,辽宁省沈阳市和平区青年大街 288号华润置地沈阳万象城DL581,10:00-21:30,18302438825,https://res.insta360.com/static/1b60172b173e95bf1c2cb875007e34e0/img_v3_02rg_317ca6f3-3cbd-4b10-9390-f4de5c4472ag.jpg,41.78,123.44
1459,影石Insta360沈阳铁西万象汇授权体验店,授权专卖店,辽宁省,沈阳市,铁西区,沈阳市铁西区建设东路158号华润置地沈阳铁西万象汇B186,10:00-22:00,15102405592,https://res.insta360.com/static/c7c4ff86f59142b70c15a37e63456060/a4cf0ca888698b7ad216ef767035a878.jpg,41.8,123.38
1323,影石Insta360沈阳百脑汇照材专卖店,授权专卖店,辽宁省,沈阳市,和平区,文萃路百脑汇科技大厦1B05号,周一～周日9:00-17:00,17702442230,https://res.insta360.com/static/c52cd272b011049409078bd5eda5dadf/20240812-114655.jpeg,41.770557,123.433621
1521,影石Insta360沈阳东软科技城照材专卖店,授权专卖店,辽宁省,沈阳市,和平区,辽宁省沈阳市和平区三好街东软大厦一层1A007,9:00-17:00,13149802583,https://res.insta360.com/static/ee2db8c72c3d441e4a06e2683a538a2b/IMG_5719.JPG,41.77,123.43
433,万象汇店,合作体验点,辽宁省,沈阳市,铁西区,建设东路158号华润万象汇L582（Mettle3c数码集合）,,,,41.801677,123.379131
421,三好街百脑汇店,合作体验点,辽宁省,沈阳市,和平区,三好街百脑汇科技大厦1D03（3C数码企业微分销）,,,,41.770587,123.433357
426,嘉里城店,合作体验点,辽宁省,沈阳市,沈河区,青年大街123号嘉里城1层117号京东之家,,,,41.781421,123.443739
428,大悦城购物中心店,合作体验点,辽宁省,沈阳市,大东区,小东路10号大悦城购物中心C1D52商铺京东手机数码店（东中街地铁A口-门市）,,,,41.808926,123.473644
431,太原街店,合作体验点,辽宁省,沈阳市,和平区,中华路68号金旅酒店109商铺（苹果店）,,,,41.798012,123.407799
430,市府恒隆广场店,合作体验点,辽宁省,沈阳市,沈河区,青年大街1号市府恒隆广场负一层B123-2号铺位,,,,41.806851,123.440512
427,手机数码（铁西店）,合作体验点,辽宁省,沈阳市,铁西区,兴华南街21号4门（京东手机数码（铁西店））,,,,41.796933,123.37486
909,沈阳英图店,合作体验点,辽宁省,沈阳市,沈河区,青年大街268号前海环球汇GFC MallL150,,,,41.78548,123.441783
429,玖伍文化城店,合作体验点,辽宁省,沈阳市,和平区,太原北街玖伍文化城一楼京东手机数码店,,,,41.798664,123.408473
734,百脑汇大疆店,合作体验点,辽宁省,沈阳市,和平区,三好街百脑汇2楼2F16档,,,,41.770557,123.433621
425,皇姑万象汇店,合作体验点,辽宁省,沈阳市,皇姑区,崇山东路18号沈阳皇姑万象汇商场B1层B182号商铺京东之家,,,,41.840478,123.464293
724,视觉印象,合作体验点,辽宁省,沈阳市,和平区,三号街百脑汇2A15,,,,41.770557,123.433621
432,青年大街万象城店,合作体验点,辽宁省,沈阳市,和平区,青年大街288号万象城L505（Mettle3c数码集合）,,,,41.782077,123.441008
1587,影石Insta360大连罗斯福授权体验店,授权专卖店,辽宁省,大连市,沙河口区,辽宁省大连市沙河口区西安路街道139号罗斯福商场一层JT-05,9:30-21:30,15841764066,https://res.insta360.com/static/94ccb620dabf27e0be8a246937aed8e2/%E5%A4%A7%E8%BF%9E%E7%BD%97%E6%96%AF%E7%A6%8F.jpg,38.92,121.59
1335,影石Insta360大连华南万象汇授权体验店,授权专卖店,辽宁省,大连市,甘井子区,山东路 350号万象汇G层LG102,周一～周日9:30-21:30,18041188109,https://res.insta360.com/static/4c28123b3f9ac370cc6186c27f7c4aae/1730251388653.jpeg,38.997482,121.592533
841,影石Insta360大连奥林匹克照材专卖店,授权专卖店,辽宁省,大连市,西岗区,中山路奥电未来城地下二层东2001（地铁口第一家）,周一～周日9:30-17:30,18940998830,https://res.insta360.com/static/18db53e232cbe899f9300a6d08a0f94e/WechatIMG152.jpg,38.914928,121.616263
1302,大连多隆多商贸有限公司,合作体验点,辽宁省,大连市,西岗区,奥林匹克电子城东1326-1327号,,,,38.914853,121.616307
840,大连恒隆广场店,合作体验点,辽宁省,大连市,西岗区,恒隆广场B1层B24一步空间,,,,38.912722,121.615919
422,大连拓金店,合作体验点,辽宁省,大连市,西岗区,大同街156号,,,,38.915087,121.616504
899,大连沿河街店,合作体验点,辽宁省,大连市,沙河口区,沿河街4-5号雪狐雪具,,,,38.907565,121.594741
839,柏威年购物中心店,合作体验点,辽宁省,大连市,中山区,柏威年购物中心L4051一步空间（酷玩地带）,,,,38.923845,121.635746
424,洪蕾通讯店,合作体验点,辽宁省,丹东市,凤城市,丹东凤城市邓铁梅路二商店洪蕾通讯,,,,40.463086,124.075691
1447,影石Insta360长春万象城授权体验店,授权专卖店,吉林省,长春市,南关区,吉林省长春市南关区人民大街3388号华润置地长春万象城L547,10:00-22:00,13804321983,https://res.insta360.com/static/224aef3f219755c5c88affe399249748/6f02fec193d330d4b5fcbfe61a8aeecd.jpg,43.89,125.33
1531,影石Insta360长春百脑汇照材专卖店,授权专卖店,吉林省,长春市,朝阳区,吉林省长春市朝阳区工农大路百脑汇科技大厦一楼1A05影石专卖店,09：00-18：00,17767791123,https://res.insta360.com/static/018a6bbaf81fdd622a4a3ddfe8117580/DSC01940(1).JPG,43.87,125.31
419,7.8购物广场店,合作体验点,吉林省,长春市,朝阳区,自由大路与同志街交汇7.8购物广场一层（临街必胜客旁）苹果专卖店,,,,43.870162,125.325203
686,雪具授权体验店（长春店）,合作体验点,吉林省,长春市,二道区,北海路会展中心体育场7看台（冷山雪具）,,,,43.844917,125.404383
696,珲春街旗舰店,合作体验点,吉林省,吉林市,船营区,珲春街4号（巅峰户外）,,,,43.844743,126.560475
900,金厂镇雪场店,合作体验点,吉林省,通化市,东昌区,金厂镇万峰滑雪场3栋一层103商铺,,,,41.658242,125.970669
1382,影石Insta360哈尔滨船舶电子大世界照材专卖店,授权专卖店,黑龙江省,哈尔滨市,南岗区,哈尔滨市南岗区南通大街船舶电子大世界西区1层166B（三期半圆门进门沿左边墙直走第四间）,8:30-17:30,13104628851,https://res.insta360.com/static/66dbd6462c6ca6b3a42bfcb7dd54a4f3/%E5%BE%AE%E4%BF%A1%E5%9B%BE%E7%89%87_20250604144931%20(1).jpg,45.78062,126.673163
933,哈尔滨高峨科技开发有限公司,合作体验点,黑龙江省,哈尔滨市,南岗区,松花江街139号教化电子大世界2楼261室,,,,45.753721,126.636944
932,哈尔滨市汇丰照像器材有限公司,合作体验点,黑龙江省,哈尔滨市,南岗区,红军街124号,,,,45.765769,126.642897
1532,影石Insta360大庆百脑汇照材专卖店,授权专卖店,黑龙江省,大庆市,萨尔图区,黑龙江省大庆市萨尔图区东风新村纬七路百脑汇一楼1B10,9:00-17:30,19904861234,https://res.insta360.com/static/3e57a4550293f42ebbf669665ba162a6/458de17248193e9773fccf90a848f28a.jpg,46.6,125.12
1488,影石Insta360上海浦东嘉里城授权体验店,授权专卖店,上海市,市辖区,浦东新区,上海市浦东新区花木路1378号嘉里城B102,10:00-22:00,15502190925,https://res.insta360.com/static/590c12c7e94f677883aa1d87e3751179/img_v3_02r2_de80daa7-0a24-46d1-be6c-4011a5a0202g.jpg,31.22,121.57
1529,影石Insta360上海龙湖宝山天街授权体验店,授权专卖店,上海市,市辖区,宝山区,上海市宝山区顾村镇丹霞山路50弄1号龙湖宝山天街1F-18,10:00-22:00,18738982586,https://res.insta360.com/static/b208986c1b5e02e416416c993c4a35a9/c15797911e6330b97f83ddd3f1e6f563.JPEG,31.36,121.37
1528,影石Insta360上海新天地东台里授权体验店,授权专卖店,上海市,市辖区,黄浦区,上海市黄浦区吉安路111号新天地东台里D-L157,10:00-22:00,17621776156,https://res.insta360.com/static/2df26bb6f206719bcdab743b5884e352/img_v3_02r4_8634039c-3d87-4e87-b5b4-0074b6e1d17g.jpg,31.23,121.49
1527,影石Insta360上海港汇恒隆授权体验店,授权专卖店,上海市,市辖区,徐汇区,上海市徐汇区虹桥路1号港汇恒隆广场4楼409D柜台,10:00-22:00,17601371794,https://res.insta360.com/static/42a06bcd02a160465548eac2a0740809/img_v3_02r4_8eec6885-ba7b-4a48-bc7a-e7fb0f30371g.jpg,31.2,121.44
1482,影石Insta360上海月星环球港授权体验店,授权专卖店,上海市,市辖区,普陀区,上海市普陀区中山北路 3300 号月星环球港 B2101,10:00-22:00,13951876577,https://res.insta360.com/static/8a9fd943caa8c112b5511b53cad99f27/photo_1760424605675.JPEG,31.24,121.42
1213,影石Insta360上海太古汇授权体验店,授权专卖店,上海市,市辖区,静安区,石门一路288号兴业太古汇商场L732号,周一～周日 10:00-22:00,17274616898,https://res.insta360.com/static/26bef34000cb68b4153ec8ec3186b836/20230906-155312.jpeg,31.234489,121.469854
1354,影石Insta360上海世博天地授权体验店,授权专卖店,上海市,市辖区,浦东新区,上钢新村街道世博大道1467号世博天地L109号商铺 19850110502,周一～周日10:00-22:00,19850110502,https://res.insta360.com/static/a9633127e2f872c1463e27d29557bcb5/%E4%B8%8A%E6%B5%B7%E4%B8%96%E5%8D%9A.jpeg,31.190457,121.497715
1348,影石Insta360上海陆家嘴正大广场授权体验店,授权专卖店,上海市,市辖区,浦东新区,陆家嘴西路168号正大广场临2F08+10号,周一～周日10:00-22:00,17278883706,https://res.insta360.com/static/a344c3870237c258450fab58561d721e/20241115-170309.jpeg,31.242497,121.505934
689,影石Insta360上海陆家嘴中心授权体验店,授权专卖店,上海市,市辖区,浦东新区,上海市浦东新区浦东南路899号陆家嘴中心 L+Mall商场LG1层,周一～周日 10:00-22:00,17274637838,https://res.insta360.com/static/0a7033acdd0f1c4810df99e8d2354d41/%E4%B8%8A%E6%B5%B7%E9%99%86%E5%AE%B6%E5%98%B4%E4%B8%AD%E5%BF%83%E6%8E%88%E6%9D%83%E4%B8%93%E5%8D%96%E5%BA%97.jpeg,31.236387,121.52238
1289,影石Insta360上海万象城授权体验店,授权专卖店,上海市,市辖区,闵行区,吴中路1599号万象城购物中心 L540,周一～周日10:00-22:00,18951570987,https://res.insta360.com/static/cdffe5903e70593e5d1544b7a0113522/%E5%BD%B1%E7%9F%B3Insta360%E4%B8%8A%E6%B5%B7%E4%B8%87%E8%B1%A1%E5%9F%8E%E6%8E%88%E6%9D%83%E4%B8%93%E5%8D%96%E5%BA%97.png,31.175767,121.374882
1320,影石Insta360上海合生汇授权体验店,授权专卖店,上海市,市辖区,杨浦区,翔殷路1099号合生国际广场L1-03号商铺影石,周一～周日 10:00-22:00,19521300436,https://res.insta360.com/static/fa49bba980da25bc6185911aa8d268d4/20240726-163901.jpeg,31.305855,121.524713
1341,影石Insta360上海北外滩来福士授权体验店,授权专卖店,上海市,市辖区,虹口区,东大名路999号上海北外滩来福士广场 01层26B号影石Insta360,周一～周日10:00-22:00,17278813595,https://res.insta360.com/static/86b68787205d3b054646ced18348df47/3921731636235_.pic_hd.jpg,31.22232,121.421698
1334,影石Insta360上海长宁来福士授权体验店,授权专卖店,上海市,市辖区,长宁区,长宁路 1123 号 上海长宁来福士广场东区E01层 K03号影石Insta360,周一～周日 10:00-22:00,19539481977,https://res.insta360.com/static/e04b15dd4a8d719457d4519668ed05fd/image.png,31.22232,121.421698
