id,mall_code,name,original_name,province_code,city_code,district_code,province_name,city_name,district_name,address,lat,lng,business_area,amap_poi_id,mall_category,mall_level,developer,is_outlet,is_airport_mall,source,store_count,brand_count,brand_score_luxury,brand_score_light_luxury,brand_score_outdoor,brand_score_ev,brand_score_total,data_quality_score,created_at,updated_at,name_norm,admin_match_method,mall_category_method,mall_level_method,location_wkt,developer_group,developer_group_type,developer_confidence,opened_year,mall_lux_segment,mall_price_segment,mall_main_audience,mall_business_mix_type,revenue_bucket_value,revenue_bucket_confidence,revenue_bucket_source_type,evidence,search_snippets,business_area_id
690,MALL_23310FCE,昆明走廊,昆明走廊,530000,530100,530102,云南省,昆明市,五华区,人民中路17号,25.041079,102.713745,,B03670W3SP,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,昆明走廊,district_code,typecode_0601,brand_store_rule,POINT(102.713745 25.041079),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
691,MALL_2D01CB76,昆百大·新西南广场,昆百大·新西南广场,530000,530100,530102,云南省,昆明市,五华区,人民中路17号,25.04163,102.71476,,B0FFGWIT8Q,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,昆百大新西南,district_code,keyword_shopping,brand_store_rule,POINT(102.71476 25.04163),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
692,MALL_A381F791,朗悦湾广场,朗悦湾广场,530000,530100,530102,云南省,昆明市,五华区,小康大道德润中心,25.119662,102.742945,龙泉,B0FFK0EQGQ,shopping_mall,D,,False,False,amap,2,2,0,0,0,0,2,80,2025-12-06 03:18:06,2025-12-06 03:18:06,朗悦湾,district_code,keyword_shopping,brand_store_rule,POINT(102.742945 25.119662),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,3133
693,MALL_3B7A8A7D,柏联广场,柏联广场,530000,530100,530102,云南省,昆明市,五华区,三市街6号(近金碧路)(五一路地铁站B口步行410米),25.035289,102.710652,金马,B036706ZYB,shopping_mall,D,,False,False,amap,4,4,0,0,0,0,4,80,2025-12-06 03:18:06,2025-12-06 03:18:06,柏联,district_code,keyword_shopping,brand_store_rule,POINT(102.710652 25.035289),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2799
694,MALL_C2046C20,正义坊购物中心,正义坊购物中心,530000,530100,530102,云南省,昆明市,五华区,正义路100号,25.040015,102.709529,,B0FFI47D8G,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,正义坊,district_code,keyword_shopping,brand_store_rule,POINT(102.709529 25.040015),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
695,MALL_37756145,正义坊购物中心北馆,正义坊购物中心北馆,530000,530100,530102,云南省,昆明市,五华区,正义路100号,25.04082,102.709533,,B03670865G,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,正义坊购物中心北馆,district_code,keyword_shopping,brand_store_rule,POINT(102.709533 25.04082),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
696,MALL_D6EE1A40,正义坊购物中心南馆,正义坊购物中心南馆,530000,530100,530102,云南省,昆明市,五华区,正义路64号(五一路地铁站F口步行390米),25.038932,102.709556,,B0367083RW,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,正义坊购物中心南馆,district_code,keyword_shopping,brand_store_rule,POINT(102.709556 25.038932),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
697,MALL_80DB419D,正大风尚广场,正大风尚广场,530000,530100,530102,云南省,昆明市,五华区,茭菱路1110号(二环西路与茭菱路交叉口),25.050611,102.670168,,B0G04H8A8F,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,正大风尚,district_code,keyword_shopping,brand_store_rule,POINT(102.670168 25.050611),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
698,MALL_EEE1CA7E,王府井百货,王府井百货(昆明店),530000,530100,530102,云南省,昆明市,五华区,沿河路7号王府井百货1F,25.035482,102.706653,,B036708C20,department_store,C,王府井集团,False,False,amap,40,16,0,1,4,1,16,90,2025-12-06 03:18:06,2025-12-06 03:18:06,王府井,district_code,keyword_department,brand_store_rule,POINT(102.706653 25.035482),王府井集团,央国企,high,UNKNOWN,轻奢,中高端,白领,零售主导,UNKNOWN,low,unknown,品牌构成含轻奢、户外、电动车品牌，以百货业态为主，定位中高端消费群体,,1
699,MALL_401FA4A0,百大新天地,百大新天地,530000,530100,530102,云南省,昆明市,五华区,东风西路2号(五一路地铁站B口步行250米),25.0369,102.709369,三市街,B03670V47C,lifestyle_center,D,瑞安房地产,False,False,amap,4,4,0,0,0,0,4,90,2025-12-06 03:18:06,2025-12-06 03:18:06,百大新,district_code,keyword_lifestyle,brand_store_rule,POINT(102.709369 25.0369),瑞安房地产,民企头部,medium,UNKNOWN,快消,大众,白领,零售主导,UNKNOWN,low,unknown,项目为瑞安房地产开发，定位生活中心，品牌以大众消费为主，无高端或奥特莱斯特征,,48
701,MALL_760182F9,美辰百货,美辰百货,530000,530100,530102,云南省,昆明市,五华区,人民中路富春街98号,25.043156,102.701935,小西门,B036702A7C,department_store,D,,False,False,amap,2,2,0,0,0,0,2,80,2025-12-06 03:18:06,2025-12-06 03:18:06,美辰,district_code,keyword_department,brand_store_rule,POINT(102.701935 25.043156),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1172
702,MALL_239AD57E,西城时代购物中心,西城时代购物中心,530000,530100,530102,云南省,昆明市,五华区,滇缅大道2569号,25.063808,102.653801,黑林铺,B0FFHHHRC0,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,西城时代,district_code,keyword_shopping,brand_store_rule,POINT(102.653801 25.063808),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,3102
703,MALL_0E29CD12,金鹰购物广场,金鹰购物广场,530000,530100,530102,云南省,昆明市,五华区,威远街168号金鹰购物广场B座,25.040083,102.714502,,B0HD3AOECS,shopping_mall,D,金鹰商贸,False,False,amap,1,1,0,0,0,0,1,90,2025-12-06 03:18:06,2025-12-06 03:18:06,金鹰,district_code,keyword_shopping,brand_store_rule,POINT(102.714502 25.040083),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
704,MALL_5D258036,金鹰购物广场A座,金鹰购物广场A座,530000,530100,530102,云南省,昆明市,五华区,青年路418号(东风广场地铁站H口步行430米),25.039533,102.715396,,B03670W442,shopping_mall,D,金鹰商贸,False,False,amap,0,0,0,0,0,0,0,70,2025-12-06 03:18:06,2025-12-06 03:18:06,金鹰购物广场a座,district_code,keyword_shopping,brand_store_rule,POINT(102.715396 25.039533),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
705,MALL_000D55D2,顺城购物中心,顺城购物中心,530000,530100,530102,云南省,昆明市,五华区,东风西路11号(五一路地铁站B口步行90米),25.035519,102.707467,,B03670W6HR,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,顺城,district_code,keyword_shopping,brand_store_rule,POINT(102.707467 25.035519),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
706,MALL_08E7F075,首创奥特莱斯,首创奥特莱斯,530000,530100,530102,云南省,昆明市,五华区,海源寺公交车场旁,25.07393,102.642733,,B0FFKBCW3S,outlet,D,首创集团,True,False,amap,21,8,0,1,3,0,8,90,2025-12-06 03:18:06,2025-12-06 03:18:06,首创,district_code,keyword_outlet,brand_store_rule,POINT(102.642733 25.07393),首创集团,央国企,high,UNKNOWN,奥莱,大众,游客,零售主导,UNKNOWN,low,unknown,首创集团为央企背景开发商，项目定位奥特莱斯，以品牌折扣零售为主，主要吸引游客消费,,1
710,MALL_79A58535,乐动广场,乐动广场,530000,530100,530114,云南省,昆明市,呈贡区,斗南街道斗南花花世界(金桂街地铁站B口步行400米),24.902675,102.788061,,B0FFIGGOGM,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,乐动,district_code,keyword_shopping,brand_store_rule,POINT(102.788061 24.902675),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
711,MALL_A219245F,佳美商业广场,佳美商业广场,530000,530100,530114,云南省,昆明市,呈贡区,景明南路与聚贤街交叉口南100米,24.856185,102.850737,吴家营,B0FFHITMP8,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,佳美,district_code,keyword_shopping,brand_store_rule,POINT(102.850737 24.856185),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,830
712,MALL_0C600C24,吾悦广场,吾悦广场(昆明呈贡店),530000,530100,530114,云南省,昆明市,呈贡区,彩云中路299号(春融街地铁站B口步行500米),24.887966,102.826428,,B0FFJ12UQD,shopping_mall,D,新城控股,False,False,amap,0,0,0,0,0,0,0,65,2025-12-06 03:18:06,2025-12-06 03:18:06,吾悦,district_code,keyword_shopping,brand_store_rule,POINT(102.826428 24.887966),新城控股,民企头部,high,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
713,MALL_111619E7,呈贡新城陆区雨花商业广场,呈贡新城陆区雨花商业广场,530000,530100,530114,云南省,昆明市,呈贡区,地铁大学城站C出口(大学城地铁站C口旁),24.835944,102.84362,,B0FFI654NF,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,呈贡新城陆区雨花,district_code,keyword_shopping,brand_store_rule,POINT(102.84362 24.835944),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
714,MALL_852B2FAD,壹城万象唯此中心,壹城万象唯此中心(花千坊店),530000,530100,530114,云南省,昆明市,呈贡区,谊康北路与朝云街交叉口南20米,24.87826,102.823866,,B0H1TZH25Z,shopping_mall,D,华润置地,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,壹城万象唯此,district_code,keyword_shopping,brand_store_rule,POINT(102.823866 24.87826),华润置地,央国企,high,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
715,MALL_DA7DA72A,廊桥阳光购物公园,廊桥阳光购物公园,530000,530100,530114,云南省,昆明市,呈贡区,生物谷街,24.777128,102.806103,,B0FFGF46C7,shopping_mall,D,,False,False,amap,1,1,0,0,0,0,1,75,2025-12-06 03:18:06,2025-12-06 03:18:06,廊桥阳光,district_code,keyword_shopping,brand_store_rule,POINT(102.806103 24.777128),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
716,MALL_99A326E3,建工新城·生活广场,建工新城·生活广场,530000,530100,530114,云南省,昆明市,呈贡区,林溪路188号,24.945846,102.832829,洛羊,B0FFIPF2X5,lifestyle_center,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,建工新城生活,district_code,keyword_lifestyle,brand_store_rule,POINT(102.832829 24.945846),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1950
717,MALL_B8514F39,怡香广场,怡香广场,530000,530100,530114,云南省,昆明市,呈贡区,雨花路与云南白药街辅路交叉口东南80米,24.81849,102.820891,,B0FFLB6SOU,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,怡香,district_code,keyword_shopping,brand_store_rule,POINT(102.820891 24.81849),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
718,MALL_81023C46,摩登汇,摩登汇,530000,530100,530114,云南省,昆明市,呈贡区,谊康北路七彩云南第壹城,24.877432,102.825229,,B0FFHCSX3S,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,摩登汇,district_code,typecode_0601,brand_store_rule,POINT(102.825229 24.877432),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
720,MALL_7AE86775,昆百大·新都会,昆百大·新都会,530000,530100,530114,云南省,昆明市,呈贡区,春融街东段2956号,24.89121,102.845536,,B0FFFDK17E,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,昆百大新都会,district_code,typecode_0601,brand_store_rule,POINT(102.845536 24.89121),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
722,MALL_CDBC537B,老街购物中心,老街购物中心,530000,530100,530114,云南省,昆明市,呈贡区,古银路2号呈贡老街,24.886225,102.798525,龙城,B0FFHHH7UK,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,老街,district_code,keyword_shopping,brand_store_rule,POINT(102.798525 24.886225),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,3121
723,MALL_EA8B7B85,诺仕达商业广场,诺仕达商业广场,530000,530100,530114,云南省,昆明市,呈贡区,朝云街麦收彩云南路交汇处西南角,24.877637,102.825982,,B0FFHI67F3,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,诺仕达,district_code,keyword_shopping,brand_store_rule,POINT(102.825982 24.877637),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
724,MALL_27ADBDC7,银河广场购物中心,银河广场购物中心,530000,530100,530114,云南省,昆明市,呈贡区,彩云中路辅路与春融街交叉口西北200米,24.88478,102.823374,,B0FFJ8R04U,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,银河广场,district_code,keyword_shopping,brand_store_rule,POINT(102.823374 24.88478),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
725,MALL_FD52EC51,龙城购物中心,龙城购物中心(环城南路店),530000,530100,530114,云南省,昆明市,呈贡区,兴呈路4599号,24.889162,102.799689,龙城,B036705026,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,龙城,district_code,keyword_shopping,brand_store_rule,POINT(102.799689 24.889162),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,3121
726,MALL_3110D6C1,wuyue,wuyue,530000,530100,530181,云南省,昆明市,安宁市,昆畹中路与福兴路交叉口南20米,24.92438,102.483219,连然,B0LDV556P2,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,wuyue,district_code,typecode_0601,brand_store_rule,POINT(102.483219 24.92438),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2723
727,MALL_853420CC,万达广场,万达广场(昆明安宁店),530000,530100,530181,云南省,昆明市,安宁市,馨罗街与达惠路交叉口西南180米,24.915495,102.50392,,B0G3D6ZG4L,shopping_mall,D,万达商管,False,False,amap,0,0,0,0,0,0,0,65,2025-12-06 03:18:06,2025-12-06 03:18:06,万达,district_code,keyword_shopping,brand_store_rule,POINT(102.50392 24.915495),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
728,MALL_254A7364,东湖·缤乐城,东湖·缤乐城,530000,530100,530181,云南省,昆明市,安宁市,百花东路与沿川南路交叉口西北120米,24.921556,102.488519,连然,B0FFJOWUTD,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,东湖缤乐城,district_code,keyword_shopping,brand_store_rule,POINT(102.488519 24.921556),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2723
729,MALL_63D2B676,东湖外滩不夜城,东湖外滩不夜城,530000,530100,530181,云南省,昆明市,安宁市,钢安路与中华路交叉口东南160米,24.917638,102.489059,连然,B0FFIKAIZG,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,东湖外滩不夜城,district_code,keyword_shopping,brand_store_rule,POINT(102.489059 24.917638),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2723
730,MALL_B9DEDDC8,云南宝象商城,云南宝象商城,530000,530100,530181,云南省,昆明市,安宁市,圆山南路与钢河路交叉口西160米,24.913136,102.495189,,B0HKH5AEZC,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,云南宝象,district_code,keyword_shopping,brand_store_rule,POINT(102.495189 24.913136),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
731,MALL_02D85352,伊皇购物中心,伊皇购物中心,530000,530100,530181,云南省,昆明市,安宁市,百花西路22号,24.921708,102.485814,连然,B03670VQ65,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,伊皇,district_code,keyword_shopping,brand_store_rule,POINT(102.485814 24.921708),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,2723
732,MALL_2E1A0FA1,吾悦广场(暂停营业),吾悦广场(昆明安宁店)(暂停营业),530000,530100,530181,云南省,昆明市,安宁市,吾悦广场2号门一进门九都潘记旁,24.925933,102.483542,连然,B0FFK8UJO1,shopping_mall,D,新城控股,False,False,amap,0,0,0,0,0,0,0,65,2025-12-06 03:18:06,2025-12-06 03:18:06,吾悦广场(暂停营业),district_code,keyword_shopping,brand_store_rule,POINT(102.483542 24.925933),新城控股,民企头部,medium,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,吾悦广场为新城控股开发，但因暂停营业且无公开运营数据，无法判断开业年份、定位及收入水平,,2723
733,MALL_FB7390F5,大学城商业中心,大学城商业中心,530000,530100,530181,云南省,昆明市,安宁市,宁泊路与文景路交叉口南120米,24.889465,102.445498,,B0G3LGGI9T,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,大学城,district_code,keyword_shopping,brand_store_rule,POINT(102.445498 24.889465),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
735,MALL_0658C222,昆钢商场,昆钢商场,530000,530100,530181,云南省,昆明市,安宁市,建设街63号,24.898327,102.496629,,B036708HWY,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,60,2025-12-06 03:18:06,2025-12-06 03:18:06,昆钢商场,district_code,typecode_0601,brand_store_rule,POINT(102.496629 24.898327),UNKNOWN,UNKNOWN,low,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,low,unknown,,,1
