id,mall_code,name,original_name,province_code,city_code,district_code,province_name,city_name,district_name,address,lat,lng,business_area,amap_poi_id,mall_category,mall_level,developer,is_outlet,is_airport_mall,source,store_count,brand_count,brand_score_luxury,brand_score_light_luxury,brand_score_outdoor,brand_score_ev,brand_score_total,data_quality_score,created_at,updated_at,name_norm,admin_match_method,mall_category_method,mall_level_method,location_wkt,business_area_id,developer_group,developer_group_type,developer_confidence,opened_year,mall_lux_segment,mall_price_segment,mall_main_audience,mall_business_mix_type,revenue_bucket_value,revenue_bucket_confidence,revenue_bucket_source_type,evidence,search_snippets,name_core,merge_notes,核心商场
3821,MALL_C557E57D,悠方购物中心,悠方购物中心,510000,510100,510107,四川省,成都市,武侯区,交子大道300号,30.583076,104.057221,金融城央双地铁全业态商业街区,B0FFHW1OEF,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,悠方,district_code,keyword_shopping,brand_store_rule,POINT(104.057221 30.583076),2793,UNKNOWN,UNKNOWN,low,UNKNOWN,快消,中高端,青年潮流,均衡,UNKNOWN,low,unknown,,,悠方,,1
3822,MALL_92DADD7D,成都SKP,成都SKP,510000,510100,510107,四川省,成都市,武侯区,天府大道北段2001号,30.569005,104.070442,交子商圈,B0GUFXG1QD,shopping_mall,D,北京华联,False,False,amap,4,3,1,1,0,0,3,85,2025-12-06 03:18:06,2025-12-06 03:18:06,成都skp,district_code,typecode_0601,brand_store_rule,POINT(104.070442 30.569005),376,北京华联,民企头部,medium,UNKNOWN,重奢,高端,白领,零售主导,UNKNOWN,low,unknown,品牌评分含重奢品牌，定位高端商场，无营收及开业年份公开证据,,成都skp,,1
3823,MALL_81ECE666,成都大悦城,成都大悦城,510000,510100,510107,四川省,成都市,武侯区,大悦路518号,30.626041,104.011166,双楠,B0FFFACY1X,shopping_mall,D,中粮集团,False,False,amap,6,6,0,1,1,1,6,85,2025-12-06 03:18:06,2025-12-06 03:18:06,成都大悦城,district_code,keyword_shopping,brand_store_rule,POINT(104.011166 30.626041),774,中粮集团,央国企,high,UNKNOWN,轻奢,中高端,青年潮流,均衡,UNKNOWN,low,unknown,品牌得分含轻奢、户外、EV，判断为轻奢定位；中粮集团为央企；无开业年与收入数据,,成都大悦城,,1
3824,MALL_9AD513AA,成都大魔方招商花园城,成都大魔方招商花园城,510000,510100,510107,四川省,成都市,武侯区,天府大道北段1777号,30.574029,104.070894,交子商圈,B0FFIIJ11I,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,成都大魔方招商花园城,district_code,keyword_shopping,brand_store_rule,POINT(104.070894 30.574029),376,UNKNOWN,UNKNOWN,low,UNKNOWN,快消,UNKNOWN,UNKNOWN,均衡,UNKNOWN,low,unknown,,,成都大魔方招商花园城,,0
3825,MALL_820E7E76,成都摩方购物中心,成都摩方购物中心,510000,510100,510107,四川省,成都市,武侯区,高新区交子大道500号(交子大道地铁站出入口步行380米),30.58304,104.053378,金融城央双地铁全业态商业街区,B0FFMCB7QM,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,成都摩方,district_code,keyword_shopping,brand_store_rule,POINT(104.053378 30.58304),2793,UNKNOWN,UNKNOWN,low,UNKNOWN,快消,中高端,青年潮流,均衡,UNKNOWN,low,unknown,,,成都摩方,,0
3826,MALL_3BC1FACE,成都来福士广场,成都来福士广场,510000,510100,510107,四川省,成都市,武侯区,人民南路四段3号来福士广场1层0132号,30.631597,104.067784,跳伞塔,B0FFF05CKL,shopping_mall,D,凯德集团,False,False,amap,0,0,0,0,0,0,0,65,2025-12-06 03:18:06,2025-12-06 03:18:06,成都来福士,district_code,keyword_shopping,brand_store_rule,POINT(104.067784 30.631597),2680,凯德集团,港澳外资,high,UNKNOWN,轻奢,中高端,白领,均衡,UNKNOWN,low,unknown,开发商信息来自已知字段，其余无搜索结果支持,,成都来福士广场,,1
3827,MALL_A58A4E52,成都王府井购物中心,成都王府井购物中心(科华店),510000,510100,510107,四川省,成都市,武侯区,科华中路9号,30.618906,104.075937,桂溪,B001C80PPV,shopping_mall,D,王府井集团,False,False,amap,0,0,0,0,0,0,0,70,2025-12-06 03:18:06,2025-12-06 03:18:06,成都王府井,district_code,keyword_shopping,brand_store_rule,POINT(104.075937 30.618906),1710,王府井集团,央国企,high,UNKNOWN,轻奢,中高端,家庭亲子,均衡,UNKNOWN,low,unknown,,,成都王府井,,1
3829,MALL_C5007DBC,成都银泰城,成都银泰城,510000,510100,510107,四川省,成都市,武侯区,益州大道1999号,30.541043,104.059159,大源,B001C95DSR,shopping_mall,D,银泰商业,False,False,amap,4,4,0,0,0,1,4,90,2025-12-06 03:18:06,2025-12-06 03:18:06,成都银泰城,district_code,keyword_shopping,brand_store_rule,POINT(104.059159 30.541043),987,银泰商业,民企头部,medium,UNKNOWN,快消,中高端,家庭亲子,均衡,UNKNOWN,low,unknown,,,成都银泰城,,1
3830,MALL_AFFDA774,成都高新招商花园城,成都高新招商花园城,510000,510100,510107,四川省,成都市,武侯区,府城大道中段88号,30.589975,104.065237,石羊场,B0FFGIT0C1,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,成都高新招商花园城,district_code,keyword_shopping,brand_store_rule,POINT(104.065237 30.589975),2261,UNKNOWN,UNKNOWN,low,UNKNOWN,快消,中高端,家庭亲子,均衡,UNKNOWN,low,unknown,,,成都高新招商花园城,,0
3831,MALL_17D31220,此地CyPARK新概念商业公园,此地CyPARK新概念商业公园,510000,510100,510107,四川省,成都市,武侯区,天府四街688号(民乐地铁站D口步行430米),30.543488,104.05068,四川天府新区成都直管区,B0J2HS2GTU,shopping_mall,D,,False,False,amap,0,0,0,0,0,0,0,55,2025-12-06 03:18:06,2025-12-06 03:18:06,此地cypark新概念商业公园,district_code,typecode_0601,brand_store_rule,POINT(104.05068 30.543488),880,UNKNOWN,UNKNOWN,low,UNKNOWN,快消,大众,青年潮流,均衡,UNKNOWN,low,unknown,,,此地cypark新概念商业公园,,0
