business_area_id,name,province_code,city_code,district_code,province_name,city_name,district_name,center_lat,center_lng,mall_count,store_count
25,万泉河,110000,110100,110108,北京市,北京城区,海淀区,39.978440370209434,116.31396326219195,1,4
26,万达广场(常州新北店),320000,320400,320411,江苏省,常州市,新北区,31.818397,119.972364,1,0
27,万邦,610000,610700,610702,陕西省,汉中市,汉台区,33.075572,107.025758,1,0
28,万里路,520000,520300,520302,贵州省,遵义市,红花岗区,27.675978,106.923811,1,2
29,丈八,610000,610100,610113,陕西省,西安市,雁塔区,34.19816138827022,108.88760769477469,2,25
30,三中,210000,211200,211202,辽宁省,铁岭市,银州区,42.279495999999995,123.83729349999999,1,1
31,三乐南路,450000,451000,451028,广西壮族自治区,百色市,乐业县,24.786365921752207,106.56232238722338,1,3
32,三井,320000,320400,320411,江苏省,常州市,新北区,31.81579096867413,119.97415161878719,2,5
33,三亚湾,460000,460200,460204,海南省,三亚市,天涯区,18.291172999999997,109.4445592,4,1
34,三八西路,370000,371400,371402,山东省,德州市,德城区,37.45282623638066,116.31263995934025,1,6
35,三八路,360000,360900,360926,江西省,宜春市,铜鼓县,28.518883,114.371293,1,2
36,三利大街,130000,130600,130628,河北省,保定市,高阳县,38.69223126515849,115.77700696612493,4,4
37,三叉街,350000,350100,350104,福建省,福州市,仓山区,26.03936165249879,119.32704876020557,1,7
38,三台子,210000,210100,210105,辽宁省,沈阳市,皇姑区,41.873906351076826,123.42140216419352,2,8
39,三合,500000,500200,500230,重庆市,重庆郊县,丰都县,29.867824000000002,107.73405366666668,3,0
40,三坑镇,440000,441800,441803,广东省,清远市,清新区,23.599271,112.807229,1,0
41,三堰,420000,420300,420302,湖北省,十堰市,茅箭区,32.63369766666667,110.78411333333334,2,1
42,三塘,450000,450100,450102,广西壮族自治区,南宁市,兴宁区,22.874083924511993,108.40218311345018,2,18
43,三墩,330000,330100,330106,浙江省,杭州市,西湖区,30.32653558626776,120.0895568293026,5,9
44,三好街,210000,210100,210102,辽宁省,沈阳市,和平区,41.77174832140873,123.43427387331441,1,11
45,三孝口,340000,340100,340103,安徽省,合肥市,庐阳区,31.855186985406412,117.27103828121338,1,12
46,三岔口,510000,513400,513401,四川省,凉山彝族自治州,西昌市,27.890315622106222,102.26569586043321,3,2
47,三峡广场片区,500000,500100,500106,重庆市,重庆城区,沙坪坝区,29.563136126570527,106.46818134713736,2,22
48,三市街,530000,530100,530102,云南省,昆明市,五华区,25.035653,102.7091002,2,3
49,三林,310000,310100,310115,上海市,上海城区,浦东新区,31.15150269225838,121.50482772398632,2,21
50,三桥,140000,140100,140107,山西省,太原市,杏花岭区,37.8910798301615,112.54742706425651,1,1
51,三江,360000,360100,360121,江西省,南昌市,南昌县,28.294341,116.004566,1,0
52,三河,510000,510100,510114,四川省,成都市,新都区,30.783254254294047,104.15064311594749,1,6
53,三河旅游示范区,340000,340100,340123,安徽省,合肥市,肥西县,31.510593,117.244576,1,0
54,三河湖,370000,371600,371602,山东省,滨州市,滨城区,37.507819,117.858983,1,0
55,三清山大道,360000,361100,361123,江西省,上饶市,玉山县,28.67272075,118.2451315,5,3
56,三灶,440000,440400,440404,广东省,珠海市,金湾区,22.05200129076903,113.35101053674376,5,5
57,三百,230000,231200,231221,黑龙江省,绥化市,望奎县,46.836087,126.481598,1,0
58,三禾,150000,150800,150826,内蒙古自治区,巴彦淖尔市,杭锦后旗,40.88628,107.146165,1,0
59,三维,410000,410800,410802,河南省,焦作市,解放区,35.239891,113.23014500000002,2,3
60,三苏路,510000,511400,511402,四川省,眉山市,东坡区,30.050770970700686,103.83933839634824,1,10
61,三茅,320000,321100,321182,江苏省,镇江市,扬中市,32.23671255264752,119.82583165442917,11,1
62,三角坪,430000,430800,430802,湖南省,张家界市,永定区,29.134768,110.466049,1,0
63,三角花园,370000,371700,371702,山东省,菏泽市,牡丹区,35.24782059242156,115.46679948128832,1,25
64,三道西街,150000,150400,150402,内蒙古自治区,赤峰市,红山区,42.27647910266433,118.95669366358013,5,13
65,三里屯,110000,110100,110105,北京市,北京城区,朝阳区,39.934150940446685,116.45826345741905,2,26
66,三里庵,340000,340100,340104,安徽省,合肥市,蜀山区,31.854511458561877,117.25849865234606,2,5
67,三香路沿线,320000,320500,320508,江苏省,苏州市,姑苏区,31.294954782078293,120.6008576175027,1,2
68,三马路,120000,120100,120104,天津市,天津城区,南开区,39.51285323229878,118.35387865659465,7,29
69,上仓,120000,120100,120119,天津市,天津城区,蓟州区,39.90606872073177,117.3985210344921,2,4
70,上兰,140000,140100,140108,山西省,太原市,尖草坪区,38.006921,112.446245,1,0
71,上南地区,310000,310100,310115,上海市,上海城区,浦东新区,31.169219918872393,121.50255577284445,3,33
72,上南街,510000,511000,511002,四川省,内江市,市中区,29.583923,105.067211,1,0
73,上地,110000,110100,110108,北京市,北京城区,海淀区,40.03413475378092,116.31602479908338,1,9
74,上塘,330000,330300,330324,浙江省,温州市,永嘉县,29.698047056090356,120.3112713115611,7,21
75,上杭路街,120000,120100,120102,天津市,天津城区,河东区,39.119147881672376,117.25096557157154,2,6
76,上步,440000,440300,440304,广东省,深圳市,福田区,22.546425701130882,114.08874801670319,4,48
77,上江,330000,330300,330303,浙江省,温州市,龙湾区,27.987585347057127,120.726907190292,2,8
78,上江北,510000,511500,511502,四川省,宜宾市,翠屏区,28.789324,104.6102895,2,0
79,上沙,440000,440300,440304,广东省,深圳市,福田区,22.526397000000003,114.02450075000002,2,6
80,上海北路,360000,360100,360111,江西省,南昌市,青山湖区,28.6754042450974,115.94245386240163,4,7
81,上海虹桥商务区,310000,310100,310114,上海市,上海城区,嘉定区,31.2417912761821,121.32889346521667,3,28
82,上渡,350000,350100,350104,福建省,福州市,仓山区,26.046170884388456,119.28510270790801,1,6
83,上顿渡镇,360000,361000,361002,江西省,抚州市,临川区,27.938101500000002,116.29977,1,1
84,上马墩,320000,320200,320213,江苏省,无锡市,梁溪区,31.585402,120.320071,1,0
85,下元,140000,140100,140109,山西省,太原市,万柏林区,37.862771011424876,112.51286864354631,1,6
86,下大路,330000,330600,330602,浙江省,绍兴市,越城区,30.013081999999997,120.57098633333334,1,2
87,下沙,330000,330100,330114,浙江省,杭州市,钱塘区,30.313751845128852,120.33665837073607,7,32
88,下淀,320000,320300,320302,江苏省,徐州市,鼓楼区,34.290795,117.223659,1,0
89,下瓦房,120000,120100,120103,天津市,天津城区,河西区,39.100866668520425,117.22877565544391,1,3
90,下站,140000,140300,140302,山西省,阳泉市,城区,37.8605734339327,113.58987547691333,4,10
91,下罗,360000,360100,360112,江西省,南昌市,新建区,28.744382580497422,115.84914259882343,1,7
92,下西街,510000,511400,511402,四川省,眉山市,东坡区,30.043626,103.833497,1,0
93,下陆大道,420000,420200,420204,湖北省,黄石市,下陆区,30.174362000000002,114.9552435,3,1
94,不夜城,310000,310100,310106,上海市,上海城区,静安区,31.242759945834706,121.45730359146084,1,4
95,世博园,530000,530100,530103,云南省,昆明市,盘龙区,25.077691340928208,102.75863510372172,1,8
96,世纪,210000,211100,211103,辽宁省,盘锦市,兴隆台区,41.1331385,122.09759600000001,1,1
97,世纪城,530000,530100,530111,云南省,昆明市,官渡区,37.3117465185638,113.90225813425366,3,31
98,世纪大道,650000,654200,654203,新疆维吾尔自治区,塔城地区,沙湾市,40.66749084403334,97.13209972255555,5,4
99,世纪天成,350000,350800,350802,福建省,龙岩市,新罗区,25.0842805,117.02089425000001,2,2
100,世纪街,330000,330600,330602,浙江省,绍兴市,越城区,30.08385842761315,120.62252897020299,2,13
101,丙午,530000,533100,533103,云南省,德宏傣族景颇族自治州,芒市,24.429450000000003,98.57519500000001,1,1
102,业州大道,420000,422800,422822,湖北省,恩施土家族苗族自治州,建始县,30.601137499999997,109.722833,5,1
103,东一步行街,230000,231000,231002,黑龙江省,牡丹江市,东安区,44.586265029023025,129.62277587959085,11,26
104,东三路,370000,370500,370502,山东省,东营市,东营区,37.447896,118.6629706,5,0
105,东中街,210000,210100,210104,辽宁省,沈阳市,大东区,41.802494333333335,123.470048,2,1
106,东二环,340000,340100,340102,安徽省,合肥市,瑶海区,31.879257647660328,117.34895678185705,1,13
107,东二街,230000,230200,230230,黑龙江省,齐齐哈尔市,克东县,48.04051774451561,126.25086757435207,1,1
108,东云路新屋场村七巷5号,430000,431000,431025,湖南省,郴州市,临武县,25.280373641786227,112.56254262616488,4,2
109,东光,510000,510100,510104,四川省,成都市,锦江区,30.620890462499176,104.09997173110645,1,15
110,东关,140000,140200,140213,山西省,大同市,平城区,35.769106170885195,110.55227341403902,10,25
111,东凤,440000,442000,442000,广东省,中山市,横栏镇,22.688926986446106,113.26030351291185,1,7
112,东北亚,230000,231100,231181,黑龙江省,黑河市,北安市,48.243413,126.510318,1,0
113,东北大马路,210000,210100,210104,辽宁省,沈阳市,大东区,41.82858497530541,123.52400789315546,2,11
114,东升,510000,510100,510116,四川省,成都市,双流区,30.575633617572326,103.92588166780651,1,26
115,东升东路,330000,330400,330411,浙江省,嘉兴市,秀洲区,30.777053,120.72977300000001,2,1
116,东华,440000,440700,440703,广东省,江门市,蓬江区,22.592577429913632,113.0979404357565,1,3
117,东单,110000,110100,110101,北京市,北京城区,东城区,39.91474780971006,116.41682435477465,6,37
118,东南湖大路,220000,220100,220102,吉林省,长春市,南关区,43.85430264421655,125.3776869780169,1,12
119,东吴路,320000,321100,321102,江苏省,镇江市,京口区,32.21866661958721,119.48013831660596,1,4
120,东四,110000,110100,110101,北京市,北京城区,东城区,39.92334405869834,116.42767234522343,1,5
121,东园路,350000,350300,350302,福建省,莆田市,城厢区,25.44279125,119.01728675,2,2
122,东圃,440000,440100,440106,广东省,广州市,天河区,23.12902624228039,113.4112151186271,1,26
123,东坝,110000,110100,110105,北京市,北京城区,朝阳区,39.96177997654424,116.55003221382624,1,17
124,东城,330000,330700,330784,浙江省,金华市,永康市,27.43773571416822,115.27918413796756,10,15
125,东城镇,440000,441700,441704,广东省,阳江市,阳东区,21.870428357290972,112.03280021192285,1,2
126,东墩,440000,440500,440511,广东省,汕头市,金平区,23.392723333333336,116.69441666666667,1,2
127,东大街,620000,621200,621221,甘肃省,陇南市,成县,35.27493587894568,107.48358351565857,33,50
128,东宁,220000,220200,220284,吉林省,吉林市,磐石市,31.664310982749914,115.01669210686788,6,6
129,东宁南路,450000,451100,451121,广西壮族自治区,贺州市,昭平县,24.17263733333333,110.81163266666665,2,1
130,东安,230000,230600,230602,黑龙江省,大庆市,萨尔图区,46.59963823914129,125.10415184389156,1,5
131,东安大街,130000,130700,130702,河北省,张家口市,桥东区,40.81702119846144,114.89452286274505,2,3
132,东小口,110000,110100,110114,北京市,北京城区,昌平区,40.08303376378643,116.4040147408099,3,19
133,东屯渡,430000,430100,430102,湖南省,长沙市,芙蓉区,28.18868448475496,113.03480767264128,2,8
134,东山,440000,445200,445202,广东省,揭阳市,榕城区,25.006134132588464,116.2049519700121,4,12
135,东山口,440000,440100,440104,广东省,广州市,越秀区,23.124957000000002,113.29842450000001,1,1
136,东山大街,360000,361100,361127,江西省,上饶市,余干县,28.690849999999998,116.68669533333333,3,0
137,东山开发区,420000,420500,420502,湖北省,宜昌市,西陵区,30.709095100000003,111.32085709999998,2,8
138,东山路,420000,420300,420302,湖北省,十堰市,茅箭区,31.97931344444444,111.60838366666667,3,6
139,东岗东路,620000,620100,620102,甘肃省,兰州市,城关区,36.04153327272727,103.87738290909093,5,6
140,东岳路,420000,420300,420302,湖北省,十堰市,茅箭区,32.64335028137399,110.77449957987146,1,2
141,东平,370000,370900,370923,山东省,泰安市,东平县,35.932256667486406,116.46953953028904,3,4
142,东文化街,620000,620900,620902,甘肃省,酒泉市,肃州区,39.741906,98.50998949999999,1,1
143,东新三路,350000,350400,350404,福建省,三明市,三元区,26.266686999999997,117.636616,2,0
144,东新二路,350000,350400,350404,福建省,三明市,三元区,26.2656195,117.6347375,2,0
145,东新五路,350000,350400,350404,福建省,三明市,三元区,26.27805974472853,117.64500276416226,1,8
146,东新四路,350000,350400,350404,福建省,三明市,三元区,26.27128818121336,117.64195064663076,4,4
147,东方,460000,469007,469007,海南省,东方市,四更镇,19.102230400000003,108.65149319999998,4,1
148,东方大道,440000,440900,440981,广东省,茂名市,高州市,28.777941053012164,114.0567059354637,6,8
149,东方红大街,370000,371700,371702,山东省,菏泽市,牡丹区,35.246742,115.453938,1,0
150,东方红大道,410000,411500,411502,河南省,信阳市,浉河区,32.12213744444445,114.07518861111112,7,11
151,东方路,530000,530500,530581,云南省,保山市,腾冲市,27.37515241666667,107.88666208333335,6,6
152,东晓,440000,440300,440303,广东省,深圳市,罗湖区,22.581103217990723,114.13683439866311,1,9
153,东朗路,530000,530800,530828,云南省,普洱市,澜沧拉祜族自治县,22.5552985,99.93233649999999,1,1
154,东木头市,610000,610100,610103,陕西省,西安市,碑林区,34.25546041758565,108.95313860221647,1,9
155,东栅,330000,330400,330402,浙江省,嘉兴市,南湖区,30.75072960626667,120.78093606666668,1,2
156,东江中路,430000,431000,431081,湖南省,郴州市,资兴市,25.976584032202,113.23808025844134,1,5
157,东洲,330000,330100,330111,浙江省,杭州市,富阳区,30.07985275,120.03921275,1,3
158,东洲大街,210000,210400,210403,辽宁省,抚顺市,东洲区,41.866762,124.044206,1,1
159,东流路,340000,340100,340111,安徽省,合肥市,包河区,31.816986363169306,117.26866777463998,1,3
160,东海大道,330000,331000,331002,浙江省,台州市,椒江区,28.650871,121.41473,1,0
161,东涌,440000,440100,440115,广东省,广州市,南沙区,22.8884095,113.4622715,2,2
162,东港,210000,210600,210681,辽宁省,丹东市,东港市,33.416020112870484,122.47980640241316,7,6
163,东湖,440000,441300,441302,广东省,惠州市,惠城区,26.24046106282873,115.44373588420203,16,44
164,东环,450000,450200,450202,广西壮族自治区,柳州市,城中区,24.327100291458038,109.44565166688929,5,27
165,东环路,340000,341600,341621,安徽省,亳州市,涡阳县,35.87018711006814,109.46694911682415,2,2
166,东直门,110000,110100,110101,北京市,北京城区,东城区,39.9433566428797,116.43218361456047,2,18
167,东纵路,440000,441900,441900,广东省,东莞市,黄江镇,23.0383292040516,113.77838576746437,2,25
168,东茅岭,430000,430600,430602,湖南省,岳阳市,岳阳楼区,29.37094066666667,113.11379299999999,4,2
169,东莱,370000,370600,370681,山东省,烟台市,龙口市,37.64697296443862,120.53253102814888,12,10
170,东葛路,450000,450100,450103,广西壮族自治区,南宁市,青秀区,22.832731464949667,108.37290805767559,2,13
171,东街,510000,510900,510921,四川省,遂宁市,蓬溪县,35.40043248151435,105.41651897238773,3,4
172,东街口,350000,350100,350102,福建省,福州市,鼓楼区,26.086079665691408,119.3041803773139,8,20
173,东进西路,320000,321200,321202,江苏省,泰州市,海陵区,32.50032823584365,119.9217306683806,1,7
174,东进路,320000,320900,320902,江苏省,盐城市,亭湖区,33.357753423490344,120.15420711596774,1,4
175,东部新区,510000,510100,510185,四川省,成都市,简阳市,30.364433500000004,104.347532,4,2
176,东门,650000,650100,650102,新疆维吾尔自治区,乌鲁木齐市,天山区,32.070425427618794,104.05990902245527,23,90
177,东门中路,440000,441800,441882,广东省,清远市,连州市,24.784014631359284,112.38181999026266,8,5
178,东门路,420000,420800,420882,湖北省,荆门市,京山市,31.023611666666667,113.11460699999999,3,0
179,东阳北街,440000,440900,440904,广东省,茂名市,电白区,21.506038333333336,111.00661633333334,1,2
180,东顺路,150000,150500,150502,内蒙古自治区,通辽市,科尔沁区,43.633427167572016,122.2838022231895,1,8
181,东风,510000,510400,510402,四川省,攀枝花市,东区,23.514637119335934,112.009446324833,2,7
182,东风一路,440000,441700,441702,广东省,阳江市,江城区,21.857508692514443,111.97063593039296,2,6
183,东风三路,440000,441700,441702,广东省,阳江市,江城区,21.87012021109761,111.99033472449334,3,12
184,东风东路,370000,371400,371402,山东省,德州市,德城区,37.43075824112351,116.36833624402018,1,9
185,东风大街,610000,610500,610502,陕西省,渭南市,临渭区,34.50269507349428,109.50007559312303,5,9
186,东风大道,420000,422800,422801,湖北省,恩施土家族苗族自治州,恩施市,30.272530371614177,109.48881182275016,4,8
187,东风新村,230000,230600,230602,黑龙江省,大庆市,萨尔图区,46.59259,125.11169366666667,3,0
188,东风路,410000,410100,410108,河南省,郑州市,惠济区,35.477868658668505,115.21764554344878,17,44
189,东马坊,420000,420900,420981,湖北省,孝感市,应城市,30.911428,113.70491,1,0
190,东高地,110000,110100,110106,北京市,北京城区,丰台区,39.803117373896754,116.42481541326242,1,5
191,两江新区直管区,500000,500100,500105,重庆市,重庆城区,两江新区,29.652012052272333,106.52755191653412,3,38
192,中东,220000,220700,220702,吉林省,松原市,宁江区,45.13921186745217,124.85138060942768,1,4
193,中云,370000,370200,370281,山东省,青岛市,胶州市,36.2856784,120.0078524,4,1
194,中元街,440000,441900,441900,广东省,东莞市,黄江镇,22.975589660496173,113.99932992356193,1,19
195,中关村,110000,110100,110108,北京市,北京城区,海淀区,39.9869799579325,116.32138897697449,1,13
196,中兴,130000,130500,130503,河北省,邢台市,信都区,40.5893966538862,119.45905547932364,11,31
197,中兴东大街,130000,130500,130502,河北省,邢台市,襄都区,37.063974615491155,114.50221706496589,7,7
198,中兴路,220000,220300,220382,吉林省,四平市,双辽市,42.674248375,122.76516937500003,6,2
199,中北路,420000,420100,420106,湖北省,武汉市,武昌区,30.559938957255653,114.34326335994926,1,14
200,中华,350000,350200,350203,福建省,厦门市,思明区,24.4532095,118.0813085,1,1
201,中华东路,130000,130600,130631,河北省,保定市,望都县,37.62785558585177,116.30611328260434,6,5
202,中华北,130000,130400,130403,河北省,邯郸市,丛台区,36.611923336684484,114.49339136951755,5,19
203,中华北大街,130000,130100,130105,河北省,石家庄市,新华区,38.08451396708182,114.48251494958734,1,7
204,中华北路,520000,520100,520103,贵州省,贵阳市,云岩区,26.579344239965177,106.7157491717816,4,6
205,中华南/中华南大街,130000,130400,130402,河北省,邯郸市,邯山区,36.56701924344833,114.49549630982017,1,3
206,中华南路,520000,520100,520102,贵州省,贵阳市,南明区,26.574714777578983,106.71195460223342,2,3
207,中华西路,320000,320700,320703,江苏省,连云港市,连云区,34.745991751728816,119.37474167219676,2,7
208,中华路,210000,210100,210102,辽宁省,沈阳市,和平区,38.16630739209122,117.74080984937491,11,57
209,中南街,610000,611000,611021,陕西省,商洛市,洛南县,34.088581000000005,110.1449975,2,0
210,中南路/中南,420000,420100,420106,湖北省,武汉市,武昌区,30.53162901219686,114.34425625036816,1,16
211,中原,310000,310100,310110,上海市,上海城区,杨浦区,31.317574068713785,121.5396122893734,1,18
212,中国(上海)自由贸易试验区临港新片区,310000,310100,310120,上海市,上海城区,奉贤区,30.935372757317918,121.65876869080809,5,20
213,中坝南路,320000,320600,320685,江苏省,南通市,海安市,32.5282335,120.4690935,1,1
214,中大街,530000,532300,532301,云南省,楚雄彝族自治州,楚雄市,25.741337428571427,101.753321,4,3
215,中央东路,220000,220300,220303,吉林省,四平市,铁东区,43.16713,124.386807,1,0
216,中央大街,210000,210700,210703,辽宁省,锦州市,凌河区,42.61303405173891,122.5121824393841,24,32
217,中央路,320000,320100,320106,江苏省,南京市,鼓楼区,32.07974799688784,118.78244080277825,2,4
218,中央门,320000,320100,320102,江苏省,南京市,玄武区,32.09115666666667,118.78384933333332,2,1
219,中山,130000,130100,130104,河北省,石家庄市,桥西区,37.06450941865408,115.43631000247726,19,67
220,中山一路,450000,451000,451002,广西壮族自治区,百色市,右江区,23.899667303973587,106.61924123229704,4,4
221,中山东路,350000,350800,350802,福建省,龙岩市,新罗区,36.72180463038062,113.07598124746546,6,40
222,中山中路,450000,450300,450302,广西壮族自治区,桂林市,秀峰区,25.510154013446307,111.43249301598848,9,13
223,中山公园,310000,310100,310105,上海市,上海城区,长宁区,31.21879588295316,121.41703583107754,10,36
224,中山北路,340000,341300,341322,安徽省,宿州市,萧县,31.520027799999998,114.95538260000001,5,5
225,中山北路/中山南路,430000,430400,430407,湖南省,衡阳市,石鼓区,26.902105376247967,112.61384475032004,1,15
226,中山南街,640000,640100,640104,宁夏回族自治区,银川市,兴庆区,38.46416012757645,106.28879787240561,1,25
227,中山南路,150000,150800,150826,内蒙古自治区,巴彦淖尔市,杭锦后旗,40.8836895,107.14648650000001,2,0
228,中山大街,410000,411500,411525,河南省,信阳市,固始县,32.184315999999995,115.674183,1,1
229,中山街,230000,230800,230803,黑龙江省,佳木斯市,向阳区,46.81513549285246,130.36588753331137,9,6
230,中山西路,150000,150100,150103,内蒙古自治区,呼和浩特市,回民区,35.9934830697144,116.31871063159767,14,14
231,中山路,360000,361100,361102,江西省,上饶市,信州区,27.219170521412533,112.75051712069488,37,52
232,中州路,410000,411600,411602,河南省,周口市,川汇区,33.62130265500116,114.6456328962478,3,8
233,中心商业街,520000,522600,522627,贵州省,黔东南苗族侗族自治州,天柱县,26.909564,109.210263,1,0
234,中心大街,410000,411400,411422,河南省,商丘市,睢县,38.463956827175394,119.85215068800964,18,14
235,中心大道,410000,411500,411503,河南省,信阳市,平桥区,32.100114180271646,114.12971640837596,3,8
236,中心广场,410000,410900,410902,河南省,濮阳市,华龙区,35.760719,115.025135,1,1
237,中心街,610000,610600,610602,陕西省,延安市,宝塔区,36.596183333333336,109.48837924999998,8,4
238,中心西街,610000,610100,610124,陕西省,西安市,周至县,34.16123001419035,108.21395576855143,5,15
239,中新,440000,440100,440118,广东省,广州市,增城区,23.288584,113.61543833333333,1,2
240,中新街,530000,532300,532329,云南省,楚雄彝族自治州,武定县,25.52817,102.403817,1,0
241,中枢,520000,520300,520382,贵州省,遵义市,仁怀市,27.801326160233923,106.41218071586465,2,5
242,中海国际,510000,510100,510106,四川省,成都市,金牛区,30.7259674083722,103.98246449780248,1,8
243,中牟新区,410000,410100,410122,河南省,郑州市,中牟县,34.697146146432786,113.95535460486225,19,29
244,中环,440000,440700,440704,广东省,江门市,江海区,22.572162326904035,113.10617589126635,1,3
245,中环西路,330000,330400,330411,浙江省,嘉兴市,秀洲区,30.76026654092058,120.72377148781904,1,6
246,中百,370000,370700,370702,山东省,潍坊市,潍城区,36.710387749999995,119.10496925,3,1
247,中直北路,230000,231200,231202,黑龙江省,绥化市,北林区,46.63588275,126.98950574999999,4,0
248,中荣街,340000,340300,340303,安徽省,蚌埠市,蚌山区,32.94810551150912,117.37064598230747,2,10
249,中街,210000,210100,210103,辽宁省,沈阳市,沈河区,40.88814919607361,120.91676092533902,19,30
250,中都路,140000,140700,140702,山西省,晋中市,榆次区,37.6897425,112.749114,3,3
251,中银大道,140000,140800,140802,山西省,运城市,盐湖区,35.03129524571413,111.00852179678384,1,4
252,中韩,370000,370200,370212,山东省,青岛市,崂山区,36.112758596828044,120.46437635401121,3,17
253,丰乐北路,440000,440100,440112,广东省,广州市,黄埔区,23.10818080470973,113.45769383901741,2,10
254,丰产路,410000,410100,410105,河南省,郑州市,金水区,34.781709605245105,113.67870336399636,1,10
255,丰华街,410000,410700,410702,河南省,新乡市,红旗区,35.270931000000004,113.91097450000001,1,1
256,丰城,440000,440200,440233,广东省,韶关市,新丰县,24.054917,114.210407,1,0
257,丰川路,150000,150900,150981,内蒙古自治区,乌兰察布市,丰镇市,40.44206557211389,113.15198089524431,1,8
258,丰溪,360000,361100,361103,江西省,上饶市,广丰区,28.426794,118.177235,1,0
259,丰禾路,610000,610100,610104,陕西省,西安市,莲湖区,34.283394339211775,108.8978354842436,3,6
260,丰胜路,530000,532300,532301,云南省,楚雄彝族自治州,楚雄市,25.051975,101.5228525,1,1
261,丰荣,210000,210200,210214,辽宁省,大连市,普兰店区,39.400711,121.9673925,2,0
262,临城,330000,330900,330902,浙江省,舟山市,定海区,33.19742587478321,118.9174813038535,4,11
263,临夏路,620000,620100,620102,甘肃省,兰州市,城关区,36.0619857791,103.82160142549999,2,4
264,临川大道,360000,361000,361002,江西省,抚州市,临川区,27.951778,116.327644,1,2
265,临江北路,530000,532500,532502,云南省,红河哈尼族彝族自治州,开远市,23.71305650663793,103.2558472948261,1,2
266,临江门,220000,220200,220204,吉林省,吉林市,船营区,43.832207999999994,126.53426,2,2
267,临河,220000,220100,220102,吉林省,长春市,南关区,43.87068733564498,125.37464090974392,3,24
268,临泉东路,340000,340100,340102,安徽省,合肥市,瑶海区,31.87585633333333,117.37542766666667,2,1
269,临潭县西大街,620000,623000,623021,甘肃省,甘南藏族自治州,临潭县,34.690660666666666,103.353499,2,1
270,临邛,510000,510100,510183,四川省,成都市,邛崃市,30.411838150955663,103.46689419391612,4,10
271,临齐,370000,371400,371403,山东省,德州市,陵城区,37.33630436711936,116.58050489715916,1,3
272,丹东,330000,330200,330225,浙江省,宁波市,象山县,29.472487265829486,121.88251149864361,3,6
273,丹凤县北新街,610000,611000,611022,陕西省,商洛市,丹凤县,33.69358683333333,110.3337705,5,1
274,丹桂大街,510000,510300,510302,四川省,自贡市,自流井区,29.32990351982866,104.77660783179222,5,18
275,丹水池,420000,420100,420102,湖北省,武汉市,江岸区,30.657034686169613,114.3330083313745,2,12
276,丹西,330000,330200,330225,浙江省,宁波市,象山县,29.46362671428571,121.87033257142858,6,1
277,丹霞路,350000,350600,350602,福建省,漳州市,芗城区,24.514876029206736,117.6720237276552,3,8
278,丽岙,330000,330300,330304,浙江省,温州市,瓯海区,27.893014,120.638541,1,0
279,义丰路,640000,640400,640425,宁夏回族自治区,固原市,彭阳县,35.849858441104764,106.6498656713082,2,1
