brand,poi_id,name,address,province,city,district,lat,lng,typecode,source_keyword,source_method,score,status,matched_uuid,matched_name,llm_used,llm_is_brand_store,llm_confidence,llm_reason
Prada,B023B1GWOG,PRADA(杭州万象城店),钱江新城富春路701号万象城一层156号店铺,浙江省,杭州市,上城区,30.251524,120.215065,061103|061000|061200,Prada,around,11.0,new_candidate,,,False,,,
Prada,B0FFF6XBWC,PRADA(德基广场店),中山路18号德基广场一期负一楼B127,江苏省,南京市,玄武区,32.043166,118.7848,061103|061202|061400,Prada,around,11.0,new_candidate,,,False,,,
Prada,B0JG956K3X,Prada(南京国金中心店),江东中路351号(元通地铁站3号口旁)南京IFC国金中心商场南区L1层L1-8,江苏省,南京市,建邺区,31.993626,118.721081,061104,Prada,around,11.0,new_candidate,,,False,,,
Prada,B0FFFAJV8J,PRADA(环球金融中心店),民族路188号重庆环球金融中心一层101号店铺,重庆市,重庆市,渝中区,29.558653,106.577643,061103,Prada,around,11.0,new_candidate,,,False,,,
Prada,B0FFKSDXY4,PRADA(万象城店),谢家湾正街49号华润万象城L182号店铺,重庆市,重庆市,九龙坡区,29.517665,106.517925,061103,Prada,around,11.0,new_candidate,,,False,,,
Prada,B00161ADX2,PRADA(万象城店),全境乐园道9号银行国际购物中心,天津市,天津市,河西区,39.090616,117.214963,061103,Prada,around,11.0,new_candidate,,,False,,,
Prada,B0FFFN40E4,PRADA(佛罗伦萨小镇店),前进路北佛罗伦萨小镇38-39号,天津市,天津市,武清区,39.376341,117.014648,061103|061101,Prada,around,11.0,new_candidate,,,False,,,
Prada,B0HAD4C22S,PRADA(国金中心店),解放西路188号长沙国金中心一层L124号店铺,湖南省,长沙市,芙蓉区,28.192363,112.979586,061104|061200,Prada,around,11.0,new_candidate,,,False,,,
Prada,B0FFK7LEES,PRADA(长沙友阿奥特莱斯店),芙蓉南路27号友阿奥特莱斯A104-105,湖南省,长沙市,天心区,28.071336,112.992053,061103,Prada,around,11.0,new_candidate,,,False,,,
Prada,B0GK2ONE9L,PRADA(SKP南馆店),南关正街111号西安SKPA栋4层A4012号,陕西省,西安市,碑林区,34.247919,108.949973,061101|061103|061203,Prada,around,11.0,new_candidate,,,False,,,
Prada,B0HU5OQPYF,PRADA(SKP女鞋店),南关正街111号西安SKP五层A5009号店铺,陕西省,西安市,碑林区,34.247407,108.946532,061100,Prada,around,11.0,new_candidate,,,False,,,
Prada,B0FFF5YQNT,PRADA(国际广场店),解放大道690号武汉国际广场c座1楼,湖北省,武汉市,江汉区,30.579315,114.271204,061103|061200|061400,Prada,around,11.0,new_candidate,,,False,,,
Prada,B0L1ZOP32C,PRADA(国际广场店),武商路与京汉大道交叉口西北160米,湖北省,武汉市,江汉区,30.579179,114.270308,061100,Prada,around,11.0,new_candidate,,,False,,,
Prada,B0L1ZOOOIB,PRADA(国际广场店),京汉大道与武商路交叉口西北120米,湖北省,武汉市,江汉区,30.578758,114.270497,061100,Prada,around,11.0,new_candidate,,,False,,,
Prada,B0IDGDSNIG,PRADA(楚河汉街北区店),楚河汉街1号楚河汉街北区F1层,湖北省,武汉市,武昌区,30.557483,114.339895,061100,Prada,around,11.0,new_candidate,,,False,,,
Prada,B0JB7CHCTZ,PRADA(百联奥特莱斯广场-C区1号店),百联奥特莱斯广场-C区1号,湖北省,武汉市,黄陂区,30.729484,114.258607,061100,Prada,around,11.0,new_candidate,,,False,,,
Prada,B0FFF63NBU,PRADA(美罗百货观前店),观前街245号美罗百货观前店一层1006号店铺,江苏省,苏州市,姑苏区,31.31027,120.621811,061101,Prada,around,11.0,new_candidate,,,False,,,
Prada,B0FFJ6XAXP,PRADA(比斯特店),阳澄环路969号比斯特精品购物村C7店铺,江苏省,苏州市,吴中区,31.376929,120.761408,061100,Prada,around,11.0,new_candidate,,,False,,,
Prada,B0FFG4BGQZ,PRADA(丹尼斯·大卫城店),解放路街道民主路和解放路交叉口万象城,河南省,郑州市,金水区,34.757753,113.666186,061100,Prada,around,11.0,new_candidate,,,False,,,
Prada,B0LBUUT9OC,PRADA普拉达(郑州正弘城店),花园路126号郑州正弘城L1层(东风路地铁站C口旁),河南省,郑州市,金水区,34.795225,113.680975,061101,Prada,around,11.0,new_candidate,,,False,,,
Prada,B0LUXRR0BJ,PRADA(郑州郑东万象城店),金水东路辅路与才高街交叉口东南200米郑州郑东万象城L1层,河南省,郑州市,金水区,34.765709,113.76437,061104,Prada,around,11.0,new_candidate,,,False,,,
Prada,B01C31AQR6,PRADA(卓展购物中心店),安隆街106号卓展购物中心1层,黑龙江省,哈尔滨市,道里区,45.757493,126.606111,061103,Prada,around,11.0,new_candidate,,,False,,,
ToryBurch,B0H6P9UP1X,TORY BURCH北京王府中环店,王府井大街269号院1号楼2层205b号商铺,北京市,北京市,东城区,39.912306,116.409781,061101|061103,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0FFGJBXN8,TORY BURCH北京SKP精品店,建国路87号北京SKP三层D3138号,北京市,北京市,朝阳区,39.910526,116.478665,061102,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0LUUHQ8A6,TORY BURCH北京SKP鞋履店,中国北京市朝阳区建国路87号北京SKP四层,北京市,北京市,朝阳区,39.910695,116.478935,061102,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0JRCU47Y0,TORY BURCH北京DT51店,北苑路98号院1号楼二层A200号,北京市,北京市,朝阳区,39.999451,116.419534,061100,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0JRCC0LCB,TORY BURCH北京王府井奥莱香江小镇店,中国北京市朝阳区崔各庄乡香江北路28号北京赛特奥莱1-006商铺,北京市,北京市,朝阳区,40.034963,116.5051,061100,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0FFG4LK05,TORY BURCH北京八达岭奥莱店,南口镇陈庄村八达岭奥特莱斯A区1022号店铺,北京市,北京市,昌平区,40.234418,116.168819,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0GK793SX2,TORY BURCH上海新世界大丸百货店,南京东路228号上海新世界大丸百货F1层1A-06B精品店铺,上海市,上海市,黄浦区,31.238546,121.484972,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0I0N5A38G,TORY BURCH上海环贸IAPM店,淮海中路999号环贸iapm商场L2层L2-226,上海市,上海市,徐汇区,31.215586,121.458151,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0LBTH3Y31,TORY BURCH上海嘉里中心旗舰店,"南京西路1515号静安嘉里中心商场一层E1-02A,二层E2-02A号精品店铺",上海市,上海市,静安区,31.2247,121.449713,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0LUULSQBY,TORY BURCH上海久光百货店,南京西路1618号久光百货F1层D103号店铺,上海市,上海市,静安区,31.224225,121.446122,061100,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0JR45IV85,TORY BURCH上海IFC国金中心店,世纪大道8号上海国金中心D座地下一层LG1-9室,上海市,上海市,浦东新区,31.236108,121.502638,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0HGMXZ7FR,TORY BURCH上海第一八佰伴店,浦东新区张杨路501号第一八佰伴一层B01-1F01-038号精品店铺,上海市,上海市,浦东新区,31.227953,121.516786,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0FFGPRIEI,TORY BURCH上海港汇恒隆广场店,中国上海市徐汇区虹桥路1号港汇恒隆广场一期2楼220号精品店铺,上海市,上海市,徐汇区,31.19474,121.437374,061100,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0FFL5O9F0,TORY BURCH比斯特上海购物村店,申迪东路88号比斯特上海购物村20-101d单元,上海市,上海市,浦东新区,31.140034,121.681106,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0FFFQ1AF9,TORY BURCH上海百联奥特莱斯广场店,沪青平公路2888号百联奥特莱斯广场B区1F层B140,上海市,上海市,青浦区,31.156159,121.228388,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0FFHJK9YK,TORY BURCH上海佛罗伦萨小镇店,中国上海市浦东新区祝桥镇卓耀路58弄365号佛罗伦萨小镇上海名品奥特莱斯P01a-P01b号奥莱店铺,上海市,上海市,浦东新区,31.194793,121.76577,061100,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0H6RM6BJS,TORY BURCH深圳罗湖万象城店,宝安南路1881号深圳华润中心万象城B80号精品店铺,广东省,深圳市,罗湖区,22.538681,114.111165,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0JKJDEQ7O,TORY BURCH深圳万象天地店,粤海街道大冲社区深南大道9668号深圳万象天地LG层21号,广东省,深圳市,南山区,22.541832,113.956192,061100,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0FFJFNLHZ,TORY BURCH广州太古汇店,天河区天河路383号广州太古汇二层L228号精品店铺,广东省,广州市,天河区,23.134277,113.331455,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0JR6CVQ3I,TORY BURCH广州天汇广场IGC店,兴民路222号天汇广场101房L125,广东省,广州市,天河区,23.11594,113.331651,061101|061104,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0I1SHMNNY,TORY BURCH(广州白云国际机场T2航站楼),机场大道东888号广州白云国际机场T2航站楼3F层,广东省,广州市,花都区,23.39839,113.305612,061100,Tory Burch,around,10.0,new_candidate,,,False,,,
ToryBurch,B0L1KNTTUF,TORY BURCH(环球中心B馆店),天府大道北段1700号环球中心,四川省,成都市,武侯区,30.568766,104.065028,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0FFKX3B8A,TORY BURCH成都IFS国际金融中心店,红星路三段1号IFS国际金融中心1层L116号精品店铺(在ifs外面喜茶的对面),四川省,成都市,锦江区,30.654252,104.081141,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0FFKSBD07,TORY BURCH成都万象城店,双庆路8号成都华润万象城A馆中庭1号门L1-125号精品店铺,四川省,成都市,成华区,30.650201,104.115292,061100,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0GR6KXOR7,TORY BURCH成都时代奥特莱斯店,双楠大道中段99号时代奥特莱斯一层A区1125号奥莱店铺,四川省,成都市,双流区,30.602431,103.945455,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0LR7SHYIC,TORY BURCH成都佛罗伦萨小镇店,中国四川省成都市郫都区友爱镇银杏路888号成都佛罗伦萨小镇一楼E13&E14单元,四川省,成都市,郫都区,30.809833,103.838957,061100,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0J3FS5XEC,TORY BURCH(杭州嘉里中心店),延安路385号杭州嘉里中心L1层,浙江省,杭州市,拱墅区,30.26013,120.162823,061100,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0I24UJI3S,TORY BURCH(杭州临平百联奥莱店),香岸路33号杭州百联奥特莱斯广场D1-101号奥莱店铺,浙江省,杭州市,临平区,30.434975,120.239875,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0H3ZOGEMK,TORY BURCH(百联奥特莱斯广场店),香岸路33号百联奥特莱斯广场(浙江杭州)F1层5-1-18、5-1-19,浙江省,杭州市,临平区,30.435696,120.240161,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0I6LU1ZWI,TORY BURCH南京德基广场店,中国江苏省南京市玄武区中山路18号德基广场一期三层L331号精品店铺,江苏省,南京市,玄武区,32.043193,118.784847,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0I247OS9V,TORY BURCH南京百联奥特莱斯店,汤山街道圣汤大道99号百联奥特莱斯广场A2-111,江苏省,南京市,江宁区,32.030263,119.053208,061100,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0GK9SPYXX,TORY BURCH重庆时代广场店,中国重庆市渝中区解放碑邹容路100号时代广场二层L208号精品店铺,重庆市,重庆市,渝中区,29.558211,106.576979,061100,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0H17L9UZW,TORY BURCH重庆星光68广场店,重庆市江北区洋河一路68号重庆星光广场LB105/106精品店铺,重庆市,重庆市,两江新区,29.579004,106.530328,061104,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0I0NZ4V23,TORY BURCH重庆佛罗伦萨小镇店,土主街道和阳路8号重庆佛罗伦萨小镇一层G14,重庆市,重庆市,沙坪坝区,29.651532,106.373029,061100,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0FFFN3Z9J,TORY BURCH天津佛罗伦萨小镇店,天津市新技术产业园区武清开发区前进道北侧佛罗伦萨小镇购物中心一单元一楼158-159单元,天津市,天津市,武清区,39.375718,117.015621,061100,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0FFJ4HOZF,TORY BURCH 长沙IFS国金中心店,中国湖南省长沙市芙蓉区解放西路188号长沙IFS国金中心商场二层L259号精品商铺,湖南省,长沙市,芙蓉区,28.192746,112.978353,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0GDR1CMYX,TORY BURCH西安SKP精品店,长安北路261号西安SKP三层A3034号精品店铺,陕西省,西安市,碑林区,34.247484,108.948321,061104|061102,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0L2BSJ83B,TORYBURCH,赛格国际购物中心,陕西省,西安市,雁塔区,34.223355,108.948373,061100,Tory Burch,around,10.0,new_candidate,,,False,,,
ToryBurch,B0H3UA7FH0,TORYBURCH武汉恒隆广场店,京汉大道668号武汉恒隆广场东区L2层L234,湖北省,武汉市,硚口区,30.577662,114.274075,061100,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0K6UHTSY4,TORY BURCH武汉SKP鞋履店,中国湖北省武汉市武昌区水果湖街中央文化旅游区K5地块武汉skp商场2F D2068,湖北省,武汉市,武昌区,30.55709,114.33832,061104,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0FFKQXRJK,TORY BURCH武汉百联奥特莱斯店,湖北省武汉市黄陂区盘龙大道51号武汉百联奥特莱斯广场112B号奥莱店铺,湖北省,武汉市,黄陂区,30.730242,114.258627,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0HATAZ2GP,TORY BURCH苏州美罗百货店,观前街245号美罗商城2003号,江苏省,苏州市,姑苏区,31.310225,120.622475,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0FFHCJR8A,TORY BURCH郑州丹尼斯大卫城店,北二七路188号丹尼斯大卫城二层L2-020,河南省,郑州市,金水区,34.757656,113.666115,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0FFK66H51,TORY BURCH哈尔滨卓展购物中心店,安隆街106号哈尔滨卓展购物中心B座一层1A-003号,黑龙江省,哈尔滨市,道里区,45.75746,126.60506,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
ToryBurch,B0L6HKDAEU,TORY BURCH哈尔滨杉杉奥莱店,"中国哈尔滨市利民开发区利民大道555号,杉杉奥特莱斯购物广场A14400-A14500店铺",黑龙江省,哈尔滨市,呼兰区,45.875409,126.558399,061101,Tory Burch,around,11.0,new_candidate,,,False,,,
Dior,B0I1F1V890,DIOR 迪奥(王府中环东座店),王府井大街269号王府中环东座L1层105a、105b、105c,北京市,北京市,东城区,39.912306,116.410455,061101,Dior,around,11.0,new_candidate,,,False,,,
Dior,B000A84TTL,DIOR 迪奥(北京君太百货店),西单北大街133号北京君太百货1-2层,北京市,北京市,西城区,39.909661,116.373274,061101|061400,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0FFGYO01A,DIOR 迪奥(国贸商城店),建国门外大街1号国贸商城L116二楼,北京市,北京市,朝阳区,39.909529,116.458595,061101,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0HRDNWLDY,DIOR 迪奥(北京SKP店),建国路87号北京SKP L4层,北京市,北京市,朝阳区,39.910826,116.478992,061207|061101|061400,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0FFF6X7KW,DIOR 迪奥(恒隆广场店),南京西路街道1266号恒隆广场125-127号,上海市,上海市,静安区,31.227553,121.453446,061101|061104|061400,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0FFF7AQ4T,DIOR 迪奥(上海港汇恒隆广场店),虹桥路1号上海港汇恒隆广场B1层(徐家汇地铁站出口旁),上海市,上海市,徐汇区,31.194719,121.437517,061100,Dior,around,11.0,new_candidate,,,False,,,
Dior,B001572WKO,DIOR 迪奥(仙霞路尚嘉中心),仙霞路99号尚嘉中心地下一楼,上海市,上海市,长宁区,31.205379,121.407145,061401|061100,Dior,around,10.0,new_candidate,,,False,,,
Dior,B0I1N59D5R,DIOR 迪奥(上海前滩太古里精品店),"东育路500弄1-9号前滩太古里S-L1-38, S-L2-21商铺",上海市,上海市,浦东新区,31.152691,121.481967,061100,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0HKMCAVS5,DIOR 迪奥(前滩太古里店),东育路500弄1-9号前滩太古里L3层,上海市,上海市,浦东新区,31.152598,121.481955,061101|050500,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0015783ES,DIOR 迪奥(上海虹桥国际机场店),申达一路1号上海虹桥国际机场2号航站楼,上海市,上海市,闵行区,31.194283,121.326401,061101,Dior,around,11.0,new_candidate,,,False,,,
Dior,B02F38IPTI,DIOR 迪奥(金光华广场店),人民南路2028号金光华广场负一楼,广东省,深圳市,罗湖区,22.539276,114.120142,061101|061400,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0G3LBE12N,DIOR 迪奥(深圳湾万象城店),科苑南路2888号华润深圳湾万象城L112、L116、L118商铺,广东省,深圳市,南山区,22.516456,113.946178,061400|061100,Dior,around,11.0,new_candidate,,,False,,,
Dior,B0KDOUIR44,2084 Vintage【Dior 珍藏馆】,天河南一路与正佳大街交叉口南100米,广东省,广州市,天河区,23.130035,113.32585,061100,Dior,around,10.0,new_candidate,,,False,,,
