store_id,brand,name,address,city,province,corrected_lat,corrected_lng,mall_name,mall_id,phone,business_hours,wechat_qr_code,store_type,opened_at,status,change_type
03894930-6c4e-4163-9db5-05d7cab07563,DJI,南京弘阳广场授权体验店,江苏省南京市浦口区大桥北路48号弘阳广场B馆一楼33B号（DJI大疆）,南京市,江苏省,32.140697,118.737416,南京弘阳广场B馆,MALL_00418,025-58880069 / 18094241601,10:00-22:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20241217164108.png,授权体验店,historical,营业中,
03be4dd3-1ee2-47b8-815d-99ca6605b0bc,DJI,成都甲丁东郊记忆授权体验专区,四川省成都市成华区东郊记忆32号楼-1-24B,成都市,四川省,30.668878,104.121953,,,17323162402,10:00-21:30,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250630114842.png,新型照材,historical,营业中,
03c219bc-7c2e-40f0-b776-83b8fbdc7075,DJI,上海五角场万达授权体验店,杨浦区五角场街道万达c区1203大疆,上海市,上海市,31.300633,121.520496,万达广场C栋,MALL_00586,021-35073360,10:00-22:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E4%B8%8A%E6%B5%B7%E4%BA%94%E8%A7%92%E5%9C%BA%E4%B8%87%E8%BE%BE%E6%8E%88%E6%9D%83%E4%BD%93%E9%AA%8C%E5%BA%97-20240109175533.png,授权体验店,historical,营业中,
03e59b26-b7b7-473b-8e40-dd02fc56c86f,Insta360,济南晶彩数码科技照材店,山大路178号银座数码广场一层C-15,济南市,山东省,36.673343,117.069048,,,18653186550,,,合作体验点,historical,营业中,
043ec170-4540-46d9-a153-8b0cc6cac741,DJI,喀什华鑫盛腾人民西路照材售点,喀什市金座数码广场101号,喀什地区,新疆维吾尔自治区,39.467036,75.977442,,,,10:00-20:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/GTScreenshot_20240130_115116-20240130115123.png,新型照材,historical,营业中,
04442e28-31b9-4bad-9f86-b6326c7d6d84,Insta360,影石Isnta360上海环龙商场照材专卖店,上海市静安区秣陵路202号环龙商场一楼1006-1007商铺,上海市,上海市,31.251792,121.467341,Isnta360上海环龙商场照材,MALL_00647,15021912968,10:00-20:00,,授权专卖店,historical,营业中,
044e182b-1bc9-4a9a-8744-eaeb3571c0ab,Insta360,三好街百脑汇店,三好街百脑汇科技大厦1D03（3C数码企业微分销）,沈阳市,辽宁省,41.773011,123.439485,,,,,,合作体验点,historical,营业中,
046bde15-aff0-457f-bce0-6ef5fa6a8bd3,Insta360,克孜都维路赛特电脑城店,新疆喀什市克孜都维路赛特电脑城一楼112号,喀什地区,新疆维吾尔自治区,39.472024,75.98723,,,,,,合作体验点,historical,营业中,
04739f8c-4db4-4274-8037-2b0238b6105f,DJI,DJI大疆|哈苏 武汉SKP-S概念店,武汉市武昌区沙湖大道18号武汉SKP商场GF层B1010铺位,武汉市,湖北省,30.561,114.35068,武汉SKP,MALL_00348,18672945891,10:00-22:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%AD%A6%E6%B1%89SKP-20240704220218.png,授权体验店,historical,营业中,
04977458-c3ae-4d78-bed8-df48d89fde7e,Insta360,影石Insta360北京顺义华联授权体验店,北京市顺义区新顺南大街8号院1栋一层F1-55A（华联商厦）影石Insta360,北京市,北京市,40.131121,116.665922,无人便利店,MALL_00878,15313729099,10:00-22:00,,授权专卖店,2025-11-28,营业中,
04e8ed5d-4326-4b37-af57-8f34693823c1,DJI,宝鸡奥通星钻照材售点,陕西省宝鸡市高新开发区高新大道63号院星钻国际A栋1楼 A1-S1,宝鸡市,陕西省,34.351907,107.240662,,,0917-3538588 / 15891461466,周一至周五 9:00-21:00 / 周六至周日 9:00-21:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250430120123.png,新型照材,historical,营业中,
0515aa02-ebc7-48b6-aaef-cc1f4ddad61a,DJI,太原吾悦广场授权体验店,山西省太原市万柏林区千峰北路吾悦广场L1-1015,太原市,山西省,37.878552,112.532499,太原吾悦广场,MALL_00330,19035110367,10:00-22:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_665_06-20250418120055.png,授权体验店,historical,营业中,
052378e4-8698-4be5-8c6e-d50a286a8f1c,DJI,无锡八佰伴中心授权体验店,江苏省无锡市锡山区锡沪路东亭西段1号八佰伴中心一楼1008号,无锡市,江苏省,31.584986,120.350246,八佰伴中心,MALL_00263,13382209197,10:00-22:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_3-20250114173820.png,授权体验店,historical,营业中,
0598ece7-b886-4d10-827b-78470555bf4d,DJI,上海宝山万达授权体验店,上海市宝山区一二八纪念路968号宝山万达广场 1F-1029A铺位,上海市,上海市,31.321811,121.450868,万达广场(上海宝山店),MALL_00005,13262597697 / 021-56057662,10:00-22:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E4%B8%8A%E6%B5%B7%E5%AE%9D%E5%B1%B1%E4%B8%87%E8%BE%BE%E6%8E%88%E6%9D%83%E4%BD%93%E9%AA%8C%E5%BA%97-20240109175745.png,授权体验店,historical,营业中,
05d9818c-4633-441f-88e3-22efc28bb3e0,Insta360,保定万博店,东风中路1999号万博广场一楼（松联）,保定市,河北省,38.88323,115.482631,,,,,,合作体验点,historical,已闭店,
05e2fbcc-c648-4006-880e-5eb8bdc5467f,DJI,长沙松雅湖吾悦广场授权体验店,湖南省长沙县望仙东路489号吾悦广场5栋149室1063号,长沙市,湖南省,28.254782,113.113969,长沙松雅湖吾悦广场,MALL_00456,0731-85215330 / 18163769107,周天-周四 10:00-22:00 / 周五-周六 10:00-22:30,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E8%8B%8F%E4%B9%89%E6%9D%B0-20251023141238.png,授权体验店,historical,营业中,
0608353b-5190-4e13-ae28-a54411997904,Insta360,影石Insta360青岛凯德MALL授权体验店,山东省青岛市市北区黑龙江南路18号凯德mall新都心01层15号,青岛市,山东省,36.120297,120.405138,青岛凯德MALL,MALL_00472,13730949877,10:00-22:00,,授权专卖店,historical,营业中,
06525796-0150-4d68-80e2-40eff2693e51,DJI,咸阳沣西吾悦广场授权体验店,陕西省咸阳市秦都区钓台街道统一西路,咸阳市,陕西省,34.306727,108.741715,沣西吾悦广场,MALL_00342,17782726195,10:00-22:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/2-20250331160213.png,授权体验店,historical,营业中,
066d35ec-93d1-489a-acf3-5fd75e6659c9,DJI,厦门七海扬帆照材店,厦门市思明区会展南路11号102,厦门市,福建省,24.46125,118.187894,,,0592-2212131 / 17750666995,09:00-21:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/3-20241128195717.png,新型照材,historical,营业中,
0693df10-70cd-4d54-884e-48cfeb2dcc69,DJI,DJI 大疆|哈苏 天津万象城概念店,乐园道9号天津万象城L1-120,天津市,天津市,39.10099,117.226277,天津万象城,MALL_00354,022-27729799,10:00-22:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_1500_06-20250905170532.png,授权体验店,historical,营业中,
06e670da-cf29-495d-96c4-d3664d376239,Insta360,泉舜购物中心店,牡丹大道166号泉舜购物中心一层1057号（尚派）,洛阳市,河南省,34.617422,112.466965,,,,,,合作体验点,historical,营业中,
08373bf2-2aab-4f18-87fc-5242c1a0e42c,Insta360,影石Insta360成都华凌摄影城照材专卖店,四川省成都市金牛区文家巷12号华凌婚纱摄影器材城一楼A27 ,成都市,四川省,30.687565,104.052474,,,19108190448,09:00-18:30,,授权专卖店,historical,营业中,
084c3fa1-a9f7-4509-9db0-37ba352ca4f6,DJI,安徽福海滁州数码街售点,安徽省滁州市琅琊区南谯北路与天长路交口滁州水石广场1001-A,滁州市,安徽省,32.308371,118.324725,,,13155039575,08:30-20:30,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/3-20250325185309.png,新型照材,historical,营业中,
086a7049-04eb-4f98-b3b3-5e78e780d46f,DJI,昆明1903购物公园授权体验店,昆明市西山区前卫西路19号公园1903央街6B102,昆明市,云南省,24.988833,102.683515,公园1903商业广场,MALL_00400,0871-67918839,周一至周四 10:00-22:00 / 周五至周日 10:00-22:30,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_1195_06-20250724194313.png,授权体验店,historical,营业中,
094a58f4-56fc-4274-847d-30e8c2b547e4,DJI,昆明南亚第壹城授权体验店,云南省昆明市滇池路569号南亚风情·第壹城A1-F1-01号,昆明市,云南省,25.012812,102.691326,南亚风情第壹MALL,MALL_00237,15912166310,周一至周四 10:00-22:00 / 周五至周日 10:00-22:30,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%98%86%E6%98%8E%E5%8D%97%E4%BA%9A%E7%AC%AC%E4%B8%80%E5%9F%8E%E4%BC%81%E5%BE%AE-20230216213745.png,授权体验店,historical,营业中,
0956a937-cfb0-4e2c-990b-094d549fb34c,Insta360,影石Insta360长沙科佳电脑城照材专卖店,湖南省长沙市芙蓉区朝阳街道车站中路21号科佳电脑城一楼（火车站对面）,长沙市,湖南省,28.196708,113.025716,,,15388090416,09:00-18:30,,授权专卖店,historical,营业中,
09a10970-078a-442b-93ba-297b392004f7,Insta360,北京颐堤港店,酒仙桥颐堤港商场（顺电）,北京市,北京市,39.977099,116.504027,,,,,,合作体验点,historical,营业中,
09d1effb-a5ef-48b7-9f88-25cbfee72155,DJI,深圳优胜达华强北路照材店,深圳市福田区华强北路赛格科技园二栋1楼1A3号,深圳市,广东省,22.55128,114.098941,,,13602540538,09:30-20:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E4%BC%98%E8%83%9C%E8%BE%BE-%E6%9D%8E%E7%A7%80%E7%90%BC-20230309164929.png,新型照材,historical,营业中,
09e4fec5-f81e-46ae-87df-f39efc2a0bd7,DJI,德阳旌阳万达授权体验专区,四川省德阳市旌阳区庐山北路一段8号万达广场1F中庭,德阳市,四川省,31.157518,104.417372,万达广场,MALL_00616,17738877281,10:00-22:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%A2%81%E8%BF%9C%E7%87%95-20251030104041.png,授权体验店,historical,营业中,
0a1626bf-81d8-497e-873f-2ca75604ad89,Insta360,毅光年影像椒江店,广场南路573号（海湾浪琴西）,台州市,浙江省,28.647289,121.427446,,,,,,合作体验点,historical,营业中,
0a366e48-30a5-4f13-a637-840b2d3646e8,DJI,合肥银泰中心授权体验店,安徽省合肥市庐阳区长江中路98号银泰中心二期3层3-04铺,合肥市,安徽省,31.860438,117.29776,合肥银泰中心,MALL_00089,19965256908 / 0551-65551052,10:00-22:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%90%88%E8%82%A5%E9%93%B6%E6%B3%B0-20230419174818.jpg,授权体验店,historical,营业中,
0a4f17f7-ec5d-4f9b-98e2-b2545da81361,DJI,天津海信广场授权高级体验店,天津市和平区海信广场B1- 002铺位,天津市,天津市,39.119195,117.224402,天津海信广场,MALL_00207,(022)231982017,周一至周四 10:00-21:30 / 周五至周六 10:00-22:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%A4%A7%E7%96%86%E2%80%94%E8%B4%BE%E7%82%B3%E7%91%9C%EF%BC%88%E5%A4%A9%E6%B4%A5%E6%B5%B7%E4%BF%A1%E5%B9%BF%E5%9C%BA%E6%8E%88%E6%9D%83%E9%AB%98%E7%BA%A7%E4%BD%93%E9%AA%8C%E5%BA%97%EF%BC%89-20230116102209.png,授权体验店,historical,营业中,
0a5c8045-d264-4a20-ae4a-9304db3b00ce,DJI,福州中微大利嘉城照材店,福州市台江区五一中路169号大利嘉城D1-03,福州市,福建省,26.065101,119.318404,,,13174663760,09:00-19:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E7%A6%8F%E5%B7%9E%E4%B8%AD%E5%BE%AE-%E6%9E%97%E9%BE%99%E6%B3%89-20230308221210.png,新型照材,historical,营业中,
0a78ede3-8a68-416a-8c00-5cbc533f50a7,Insta360,衡水怡然城店,河北省衡水市桃城区大庆东路369号怡然城北区一层1F-009商铺,衡水市,河北省,37.755725,115.712609,,,,,,合作体验点,historical,营业中,
0a9e1564-f33b-4a52-900b-0bd89431bf28,DJI,贵阳万象汇授权体验店,贵州省贵阳市观山湖区万象汇LG层165号,贵阳市,贵州省,26.553071,106.691572,贵阳万象汇,MALL_00622,0851-85783139,周一至周四 10:00-22:00 / 周五至周日 10:00-22:30,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%9D%A8%E8%95%8A%E6%B8%85-%EF%BC%88%E8%B4%B5%E9%98%B3%E4%B8%87%E8%B1%A1%E6%B1%87%E6%8E%88%E6%9D%83%E4%BD%93%E9%AA%8C%E5%BA%97%EF%BC%89-20230115121459.png,授权体验店,historical,营业中,
0acbf699-b716-46c5-8420-94e4b2ca71fc,DJI,江西抚州硕果时代授权体验店,江西省抚州市临川区金巢大道777号硕果时代L1层1042号,抚州市,江西省,27.956587,116.375003,硕果时代购物中心,MALL_00258,13767682388,10:00-22:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/2-20241220180033.png,授权体验店,historical,营业中,
0ae47c5b-06d8-41f3-99ad-e3f43bec674c,Insta360,影石Insta360常州武进吾悦授权体验店,江苏省常州市武进区湖塘镇武宜北路19号吾悦广场1层1046号商铺,常州市,江苏省,31.727912,119.954696,吾悦广场(常州钟楼店),MALL_00042,18052719285,周一至周五 10:00-21:30 / 周六至周日 10:00-22:00,,授权专卖店,historical,营业中,
0b3b7ca7-877d-45be-bd88-c5172c062a5c,DJI,沈阳皇城恒隆授权体验店,沈阳市沈河区中街路128号皇城恒隆广场一层157-1,沈阳市,辽宁省,41.804887,123.46072,皇城恒隆广场,MALL_00180,15940170226,10:00-22:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E6%B2%88%E9%98%B3-20240923212141.png,授权体验店,historical,营业中,
0b4e4696-0a48-4b1e-a28d-e914d485c9bd,DJI,福州中骏授权体验店,福建省福州市仓山区利民路11号中骏世界城一楼M122单元商铺,福州市,福建省,26.031724,119.322183,中骏世界城,MALL_00444,13007169978 / 0591-87502126,10:00-22:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%9B%BE%E7%89%87_1707_06-20250926181712.png,授权体验店,historical,营业中,
0b55e555-d97e-402f-a1e8-7a4f39db44e3,DJI,呼和浩特富迈图书大厦照材店,内蒙古呼和浩特市回民区中山西路街道94号一楼底商,呼和浩特市,内蒙古自治区,40.813469,111.672184,,,15352854882,9:00-20:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/2-20241115171053.png,新型照材,historical,营业中,
0b7616bf-944e-4f23-b64d-4e2a42b5c474,DJI,蚌埠银泰授权体验店,安徽省蚌埠市蚌山区东海大道4000号1FA1021,蚌埠市,安徽省,32.914564,117.373938,银泰百货(蚌埠店),MALL_00446,0552-2060708 / 17755280788,周一至周日 10:00-22:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/2-20250812165648.png,授权体验店,historical,营业中,
0b837fd3-1996-4eb5-9d2f-3e58e2d2d276,Insta360,唐百超级商场店,新华东道125号唐百超级商场一层苹果店（松联）,唐山市,河北省,39.634001,118.191559,,,,,,合作体验点,historical,已闭店,
0bccf1d8-40c3-46b9-a7c8-4e2f98a72ac8,Insta360,影石Insta360北京三里屯太古里授权体验店,北京市朝阳区三里屯太古里西区W1-12,北京市,北京市,39.941334,116.466153,三里屯太古里,MALL_00534,17301391892,10:00-22:00,,授权专卖店,historical,营业中,
0bff4463-79f5-4d98-bc4b-bb2f5b281897,Insta360,石家庄太和电子城冀中数码售点1,金桥北大街太和电子城一层F区1-2号,石家庄市,河北省,38.050691,114.496077,,,,,,合作体验点,historical,营业中,
0c0e4ff6-1597-4ceb-8b07-12e6624dc569,DJI,德州澳德乐授权体验专区,山东省德州市德城区东风东路1899号澳德乐时代广场一楼天井大疆门店,德州市,山东省,37.430041,116.372854,澳德乐时代广场,MALL_00465,,9:30-21:30,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%BE%B7%E5%B7%9E%E5%A5%A5%E5%BE%B7%E4%B9%90-20240524181510.png,授权体验店,historical,营业中,
0c1f8e1c-d1d7-431f-931b-b4f3676344e2,DJI,广州索盟北京路照材店,广州市越秀区北京路295号广百百货8楼旧翼,广州市,广东省,23.120794,113.274113,,,13533190133,10:00-22:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/695D7F8B-092A-A460-C7D4-F0144CA92AF4-20230919164833.png,新型照材,historical,营业中,
0c5b1804-1ae2-4d3d-a9db-1fa19c64aea2,DJI,DJI 大疆|哈苏 哈尔滨卓展概念店,黑龙江省哈尔滨市道里区上海街99号卓展购物中心B座1-006,哈尔滨市,黑龙江省,45.75964,126.611548,卓展购物中心B座,MALL_00073,18246126256,10:00-21:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E5%A4%A7%E7%96%86-%E7%94%B0%E8%8B%B1%E5%A8%9C%EF%BC%88%E5%93%88%E5%B0%94%E6%BB%A8%E5%8D%93%E5%B1%95%E5%BA%97%EF%BC%89-20230116113231.png,授权体验店,historical,营业中,
0d065d54-bbed-46ef-83d9-8c581629aaae,Insta360,洪蕾通讯店,丹东凤城市邓铁梅路二商店洪蕾通讯,丹东市,辽宁省,40.46475,124.081627,,,,,,合作体验点,historical,营业中,
0d07e3fe-4db2-4202-b799-a88c95813582,DJI,辽宁营口万达授权体验店,辽宁省营口市站前区市府路南1号万达广场一层1029,营口市,辽宁省,40.665568,122.241805,乐都汇(市府路店),MALL_00668,13464721938,9:00-21:00,,授权体验店,2025-11-28,营业中,
0d33e957-e147-4669-8aee-c8e50ac952aa,DJI,遵义国贸授权体验店,贵州省遵义市汇川区珠海路国贸春天百货购物中心一楼,遵义市,贵州省,27.727868,106.930126,国贸购物中心,MALL_00016,0851-27569879,10:00-22:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E9%81%B5%E4%B9%89%E5%9B%BD%E8%B4%B8-20230418210958.png,授权体验店,historical,营业中,
0d3c8980-6069-47ff-b22f-5a7c9f9a31ac,Insta360,影石Insta360深圳华强北赛格科技园照材专卖店,广东省深圳市福田区华强北街道华强北路3018号,深圳市,广东省,22.546029,114.097783,深圳宝安机场,MALL_00614,19926804416,10:00-22:00,,授权专卖店,historical,营业中,
0d66cf41-a3cf-442b-b5c3-2df48334c4e2,Insta360,影石Insta360常州万象城授权体验店,离宫路329号华润国际花园100 幢常州万象城1号门外街L114a ,常州市,江苏省,31.749838,119.958999,常州万象城,MALL_00131,15312563235,10:00-21:30,,授权专卖店,historical,营业中,
0d8e4823-5ee6-45cb-be3c-4551fb4dc2c5,DJI,重庆江北国际机场授权体验店,重庆江北国际机场T3A航站楼出发大厅T3A-L410、L411号（3F值机岛后）,重庆市,重庆市,29.706408,106.658046,重庆江北国际机场T3A,MALL_00346,17784239951,08:00-22:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/1-20250827115717.png,授权体验店,historical,营业中,
0d9c7e82-51e6-420c-91b4-bbbd732a5e7e,DJI,上海松江印象城授权体验店,上海市松江区广富林路1788号松江印象城一楼L127铺位,上海市,上海市,31.058526,121.226922,上海松江印象城,MALL_00318,18455181283,10:00-22:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E4%B8%8A%E6%B5%B7%E6%9D%BE%E6%B1%9F%E5%8D%B0%E8%B1%A1%E5%9F%8E%E6%8E%88%E6%9D%83%E4%BD%93%E9%AA%8C%E5%BA%97-20240109180243.png,授权体验店,historical,营业中,
0e02cc10-c2d1-4437-8a77-7c0212af3bef,DJI,成都龙湖上城天街授权体验店,四川省成都市金牛区成华西街299号1层A馆-1F-15a,成都市,四川省,30.687599,104.072516,成都金牛万达广场,MALL_00753,18008041882,10:00-22:00,,授权体验店,2025-11-28,营业中,
0e4c5218-4fda-457b-85e6-490e5f14ac80,DJI,丽水银泰城授权体验店,浙江省丽水市莲都区银泰城L1007,丽水市,浙江省,28.434743,119.930544,丽水银泰城,MALL_00082,0578-2121601,10:00-22:00,https://terra-1-g.djicdn.com/ca21b7ff69f8434293e0bd434b8d4a54/customer/%E4%B8%BD%E6%B0%B4%E9%93%B6%E6%B3%B0%E5%9F%8E%E6%8E%88%E6%9D%83%E4%BD%93%E9%AA%8C%E5%BA%97-20240109175406.png,授权体验店,historical,营业中,
0e6b3a0a-2edb-45c7-b2a3-5b3c14e9feea,Insta360,上海外滩BFC店,中山东二路588号2层S212单元（SNOW51室内滑雪场）,上海市,上海市,31.229157,121.509209,,,,,,合作体验点,historical,营业中,
0e9f6d82-9351-4a16-a95c-51b9634d860d,Insta360,影石Insta360北京超极合生汇授权体验店,北京市昌平区北清路超极合生汇lg2-72,北京市,北京市,40.10127,116.306098,北京超极合生汇,MALL_00535,15611127757,10:00-22:00,,授权专卖店,historical,营业中,
0ea86c7d-bebf-4d28-9b18-9cc6449d316c,Insta360,北京光华路SOHO大厦九州摄影器材售点1,北京市朝阳区光华路22号光华路SOHO大厦一期二层 212,北京市,北京市,39.921333,116.466151,,,,,,合作体验点,historical,营业中,
