uuid,brand,brand_slug,name,address,province,city,district,lat,lng,store_location_type,match_method,match_confidence,candidate_malls
e8f7d551-9332-4701-8bff-f7ac03369ec0,NIO,nio,蔚来城市展厅 | 运城诺维兰,,山西省,运城市,盐湖区,35.057821,111.01954,mall_store_no_match,,,"[{""mall_id"": ""MALL_00156"", ""mall_name"": ""\u4e07\u8fbe\u5e7f\u573a(\u8fd0\u57ce\u5e97)"", ""mall_city"": ""\u8fd0\u57ce\u5e02"", ""mall_province"": ""\u5c71\u897f\u7701"", ""distance_m"": 1930.8, ""city_matched"": true}]"
384aa1f0-6936-4278-a971-644684f09aa8,NIO,nio,蔚来空间 | 眉山华信汽车城,四川省眉山市东坡区尚义镇G0512成乐高速,四川省,眉山市,东坡区,30.069691,103.7996,mall_store_no_match,no_candidate_but_has_hint,,"[{""mall_id"": ""MALL_00729"", ""mall_name"": ""\u4e07\u8fbe\u5e7f\u573a(\u7709\u5c71\u4e1c\u5761\u5e97)"", ""mall_city"": ""\u7709\u5c71"", ""mall_province"": ""\u672a\u77e5\u7701\u4efd"", ""distance_m"": 3831.5, ""city_matched"": false}, {""mall_id"": ""MALL_00502"", ""mall_name"": ""\u6210\u90fd\u5929\u5e9c\u5927\u60a6\u57ceA\u9986"", ""mall_city"": ""\u6210\u90fd\u5e02"", ""mall_province"": ""\u56db\u5ddd\u7701"", ""distance_m"": 49128.2, ""city_matched"": false}, {""mall_id"": ""MALL_00572"", ""mall_name"": ""\u5929\u5e9c\u548c\u60a6\u5e7f\u573a"", ""mall_city"": ""\u6210\u90fd\u5e02"", ""mall_province"": ""\u56db\u5ddd\u7701"", ""distance_m"": 53850.9, ""city_matched"": false}, {""mall_id"": ""MALL_00217"", ""mall_name"": ""\u6210\u90fd\u94f6\u6cf0\u57ce"", ""mall_city"": ""\u6210\u90fd\u5e02"", ""mall_province"": ""\u56db\u5ddd\u7701"", ""distance_m"": 58033.6, ""city_matched"": false}, {""mall_id"": ""MALL_00074"", ""mall_name"": ""\u4e16\u8c6a\u5e7f\u573a"", ""mall_city"": ""\u6210\u90fd\u5e02"", ""mall_province"": ""\u56db\u5ddd\u7701"", ""distance_m"": 58383.0, ""city_matched"": false}]"
3f6e0fb5-97d4-4527-b5b4-6294e833a806,NIO,nio,蔚来体验中心 | 重庆万州沙龙路,重庆市万州区双河口街道宝山路,重庆市,重庆市,万州区,30.755855,108.381521,mall_store_no_match,,,"[{""mall_id"": ""MALL_00346"", ""mall_name"": ""\u91cd\u5e86\u6c5f\u5317\u56fd\u9645\u673a\u573aT3A"", ""mall_city"": ""\u91cd\u5e86\u5e02"", ""mall_province"": ""\u91cd\u5e86\u5e02"", ""distance_m"": 202589.9, ""city_matched"": true}, {""mall_id"": ""MALL_00372"", ""mall_name"": ""\u6e1d\u5317\u5149\u73af\u82b1\u56ed\u57ceA\u9986"", ""mall_city"": ""\u91cd\u5e86\u5e02"", ""mall_province"": ""\u91cd\u5e86\u5e02"", ""distance_m"": 206706.4, ""city_matched"": true}, {""mall_id"": ""MALL_00613"", ""mall_name"": ""\u4e2d\u592e\u516c\u56ed\u5149\u73af\u82b1\u56ed\u57ce"", ""mall_city"": ""\u91cd\u5e86\u5e02"", ""mall_province"": ""\u91cd\u5e86\u5e02"", ""distance_m"": 206860.0, ""city_matched"": true}, {""mall_id"": ""MALL_00493"", ""mall_name"": ""\u91cd\u5e86\u91d1\u5f00\u7231\u7434\u6d77"", ""mall_city"": ""\u91cd\u5e86\u5e02"", ""mall_province"": ""\u91cd\u5e86\u5e02"", ""distance_m"": 215340.8, ""city_matched"": true}, {""mall_id"": ""MALL_00422"", ""mall_name"": ""\u5149\u73af\u8d2d\u7269\u516c\u56ed"", ""mall_city"": ""\u91cd\u5e86\u5e02"", ""mall_province"": ""\u91cd\u5e86\u5e02"", ""distance_m"": 216304.5, ""city_matched"": true}]"
2dbb095a-24bd-47c0-81b3-5d11e9b9067e,NIO,nio,蔚来体验中心 | 重庆回兴,重庆市两江新区宝圣湖街道雅宝路,重庆市,重庆市,两江新区,29.644272,106.60942,mall_store_no_match,,,"[{""mall_id"": ""MALL_00493"", ""mall_name"": ""\u91cd\u5e86\u91d1\u5f00\u7231\u7434\u6d77"", ""mall_city"": ""\u91cd\u5e86\u5e02"", ""mall_province"": ""\u91cd\u5e86\u5e02"", ""distance_m"": 5889.7, ""city_matched"": true}, {""mall_id"": ""MALL_00422"", ""mall_name"": ""\u5149\u73af\u8d2d\u7269\u516c\u56ed"", ""mall_city"": ""\u91cd\u5e86\u5e02"", ""mall_province"": ""\u91cd\u5e86\u5e02"", ""distance_m"": 7776.2, ""city_matched"": true}, {""mall_id"": ""MALL_00080"", ""mall_name"": ""\u91cd\u5e86IFS\u56fd\u91d1\u4e2d\u5fc3"", ""mall_city"": ""\u91cd\u5e86\u5e02"", ""mall_province"": ""\u91cd\u5e86\u5e02"", ""distance_m"": 8379.7, ""city_matched"": true}, {""mall_id"": ""MALL_00346"", ""mall_name"": ""\u91cd\u5e86\u6c5f\u5317\u56fd\u9645\u673a\u573aT3A"", ""mall_city"": ""\u91cd\u5e86\u5e02"", ""mall_province"": ""\u91cd\u5e86\u5e02"", ""distance_m"": 8535.6, ""city_matched"": true}, {""mall_id"": ""MALL_00372"", ""mall_name"": ""\u6e1d\u5317\u5149\u73af\u82b1\u56ed\u57ceA\u9986"", ""mall_city"": ""\u91cd\u5e86\u5e02"", ""mall_province"": ""\u91cd\u5e86\u5e02"", ""distance_m"": 8890.8, ""city_matched"": true}]"
9d141938-0353-4913-aacf-1c06b9e7163a,NIO,nio,蔚来体验中心 | 乐山长青路,四川省乐山市市中区绿心街道青衣路青江加油站,四川省,乐山市,市中区,29.579959,103.707512,mall_store_no_match,,,"[{""mall_id"": ""MALL_00729"", ""mall_name"": ""\u4e07\u8fbe\u5e7f\u573a(\u7709\u5c71\u4e1c\u5761\u5e97)"", ""mall_city"": ""\u7709\u5c71"", ""mall_province"": ""\u672a\u77e5\u7701\u4efd"", ""distance_m"": 56221.3, ""city_matched"": false}, {""mall_id"": ""MALL_00502"", ""mall_name"": ""\u6210\u90fd\u5929\u5e9c\u5927\u60a6\u57ceA\u9986"", ""mall_city"": ""\u6210\u90fd\u5e02"", ""mall_province"": ""\u56db\u5ddd\u7701"", ""distance_m"": 101814.8, ""city_matched"": false}, {""mall_id"": ""MALL_00882"", ""mall_name"": ""\u81ea\u8d21\u534e\u5546\u7231\u7434\u6d77\u8d2d\u7269\u4e2d\u5fc3B\u9986"", ""mall_city"": ""\u81ea\u8d21\u5e02"", ""mall_province"": ""\u56db\u5ddd\u7701"", ""distance_m"": 106895.0, ""city_matched"": false}, {""mall_id"": ""MALL_00572"", ""mall_name"": ""\u5929\u5e9c\u548c\u60a6\u5e7f\u573a"", ""mall_city"": ""\u6210\u90fd\u5e02"", ""mall_province"": ""\u56db\u5ddd\u7701"", ""distance_m"": 107178.0, ""city_matched"": false}, {""mall_id"": ""MALL_00217"", ""mall_name"": ""\u6210\u90fd\u94f6\u6cf0\u57ce"", ""mall_city"": ""\u6210\u90fd\u5e02"", ""mall_province"": ""\u56db\u5ddd\u7701"", ""distance_m"": 112097.9, ""city_matched"": false}]"
b57220e9-792d-4eb2-af96-ad59506e9741,NIO,nio,蔚来城市展厅 | 介休白龙马,山西省晋中市介休市西南街道简美木艺,山西省,晋中市,介休市,37.01033,111.90238,mall_store_no_match,,,"[{""mall_id"": ""MALL_00119"", ""mall_name"": ""\u664b\u4e2d\u5929\u7f8e\u6749\u6749\u5965\u7279\u83b1\u65af"", ""mall_city"": ""\u664b\u4e2d\u5e02"", ""mall_province"": ""\u5c71\u897f\u7701"", ""distance_m"": 106755.9, ""city_matched"": true}]"
42735314-d366-4079-8e49-c0eabd0bc487,NIO,nio,蔚来体验中心 | 鄂尔多斯新能源汽车城,内蒙古自治区鄂尔多斯市伊金霍洛旗阿勒腾席热镇海河路,内蒙古自治区,鄂尔多斯市,康巴什区,39.592776,109.815589,mall_store_no_match,no_candidate_but_has_hint,,"[{""mall_id"": ""MALL_00146"", ""mall_name"": ""\u4e07\u8fbe\u5e7f\u573a(\u9102\u5c14\u591a\u65af\u4e1c\u80dc\u5e97)"", ""mall_city"": ""\u9102\u5c14\u591a\u65af\u5e02"", ""mall_province"": ""\u5185\u8499\u53e4\u81ea\u6cbb\u533a"", ""distance_m"": 29033.9, ""city_matched"": true}]"
031bb968-69ef-4333-aa29-07f2a38febbe,NIO,nio,蔚来体验中心 | 泸州兴业路,,四川省,泸州市,纳溪区,28.818132,105.398447,mall_store_no_match,,,"[{""mall_id"": ""MALL_00351"", ""mall_name"": ""\u6cf8\u5dde\u4e07\u8c61\u6c47"", ""mall_city"": ""\u6cf8\u5dde\u5e02"", ""mall_province"": ""\u56db\u5ddd\u7701"", ""distance_m"": 8539.6, ""city_matched"": true}]"
b07c9770-fcba-491b-b79e-1f5aa789e0f2,NIO,nio,蔚来体验中心 | 鄂尔多斯铜川汽车博览园,,内蒙古自治区,鄂尔多斯市,东胜区,39.782252,110.113411,mall_store_no_match,,,"[{""mall_id"": ""MALL_00146"", ""mall_name"": ""\u4e07\u8fbe\u5e7f\u573a(\u9102\u5c14\u591a\u65af\u4e1c\u80dc\u5e97)"", ""mall_city"": ""\u9102\u5c14\u591a\u65af\u5e02"", ""mall_province"": ""\u5185\u8499\u53e4\u81ea\u6cbb\u533a"", ""distance_m"": 11982.0, ""city_matched"": true}]"
0bd3e98c-b2e1-4a22-aea8-5974a7cb5bf7,NIO,nio,蔚来城市展厅 | 鄂尔多斯铜川,,内蒙古自治区,鄂尔多斯市,东胜区,39.782252,110.113411,mall_store_no_match,,,"[{""mall_id"": ""MALL_00146"", ""mall_name"": ""\u4e07\u8fbe\u5e7f\u573a(\u9102\u5c14\u591a\u65af\u4e1c\u80dc\u5e97)"", ""mall_city"": ""\u9102\u5c14\u591a\u65af\u5e02"", ""mall_province"": ""\u5185\u8499\u53e4\u81ea\u6cbb\u533a"", ""distance_m"": 11982.0, ""city_matched"": true}]"
ca5027a6-ba39-4b81-ba51-c5e47f1d0743,NIO,nio,蔚来城市展厅 | 泽州中凡,山西省晋城市泽州县金村镇西蜀村,山西省,晋城市,泽州县,35.480686,112.913617,mall_store_no_match,,,"[{""mall_id"": ""MALL_00110"", ""mall_name"": ""\u4e07\u8fbe\u5e7f\u573a"", ""mall_city"": ""\u7126\u4f5c\u5e02"", ""mall_province"": ""\u6cb3\u5357\u7701"", ""distance_m"": 42611.8, ""city_matched"": false}, {""mall_id"": ""MALL_00055"", ""mall_name"": ""\u90d1\u5dde\u6b63\u5f18\u6c47"", ""mall_city"": ""\u90d1\u5dde\u5e02"", ""mall_province"": ""\u6cb3\u5357\u7701"", ""distance_m"": 95400.8, ""city_matched"": false}, {""mall_id"": ""MALL_00762"", ""mall_name"": ""\u4e07\u8fbe\u5e7f\u573a(\u6d1b\u9633\u897f\u5de5\u5e97)"", ""mall_city"": ""\u6d1b\u9633"", ""mall_province"": ""\u672a\u77e5\u7701\u4efd"", ""distance_m"": 99135.5, ""city_matched"": false}, {""mall_id"": ""MALL_00563"", ""mall_name"": ""\u4fe1\u4e07\u5e7f\u573a"", ""mall_city"": ""\u90d1\u5dde\u5e02"", ""mall_province"": ""\u6cb3\u5357\u7701"", ""distance_m"": 99298.2, ""city_matched"": false}, {""mall_id"": ""MALL_00008"", ""mall_name"": ""\u4e39\u5c3c\u65af\u5927\u536b\u5929\u5730"", ""mall_city"": ""\u6d1b\u9633\u5e02"", ""mall_province"": ""\u6cb3\u5357\u7701"", ""distance_m"": 100192.2, ""city_matched"": false}]"
f02c637c-899b-41f0-932f-61af7f97f361,NIO,nio,蔚来空间 | 南阳张衡大道,河南省南阳市卧龙区百里奚街道光武大道,河南省,南阳市,卧龙区,33.0173,112.491396,mall_store_no_match,,,"[{""mall_id"": ""MALL_00064"", ""mall_name"": ""\u4e07\u60a6\u57ce"", ""mall_city"": ""\u5357\u9633\u5e02"", ""mall_province"": ""\u6cb3\u5357\u7701"", ""distance_m"": 8323.3, ""city_matched"": true}]"
73fa4fb9-5042-480b-ad7a-57434ffa2c0e,NIO,nio,蔚来体验中心 | 襄阳光彩,湖北省襄阳市襄州区张湾街道汽配五巷,湖北省,襄阳市,樊城区,32.082108,112.163452,mall_store_no_match,,,"[{""mall_id"": ""MALL_00718"", ""mall_name"": ""\u6c11\u53d1\u4e16\u7eaa\u5e7f\u573a"", ""mall_city"": ""\u8944\u9633\u5e02"", ""mall_province"": ""\u672a\u77e5\u7701\u4efd"", ""distance_m"": 7955.8, ""city_matched"": true}]"
