uuid,brand,name,address,city,lat,lng,store_location_type,is_mall_store,match_method,token,candidate_mall_id,candidate_mall_name,distance_m,similarity,confidence,reason,candidates
2c71a95d-38ef-4d6f-82c7-0422abfc8af6,Hugo Boss,BOSS宁波杉井奥特莱斯,中国宁波海曙区秋实路555号 17300店铺,宁波市,29.856188,121.45485,mall_store,True,auto_medium,BOSS宁波杉井奥特莱斯,MALL_44214D75,杉井奥特莱斯广场·宁波,505.8,70.58823529411764,mid,token=BOSS宁波杉井奥特莱斯,"[{""mall_id"": ""MALL_44214D75"", ""mall_name"": ""杉井奥特莱斯广场·宁波"", ""distance_m"": 505.8, ""mall_city"": ""宁波市"", ""mall_addr"": ""春华路1399号""}, {""mall_id"": ""MALL_AD2F028D"", ""mall_name"": ""盈隆广场"", ""distance_m"": 704.0, ""mall_city"": ""宁波市"", ""mall_addr"": ""科欣路436号""}, {""mall_id"": ""MALL_9BAE14DD"", ""mall_name"": ""集仕港杰迈广场"", ""distance_m"": 793.1, ""mall_city"": ""宁波市"", ""mall_addr"": ""集仕港镇春华路928号""}, {""mall_id"": ""MALL_F415E42D"", ""mall_name"": ""恒一广场"", ""distance_m"": 3914.0, ""mall_city"": ""宁波市"", ""mall_addr"": ""新丰路946号""}, {""mall_id"": ""MALL_FCB72912"", ""mall_name"": ""宁波海曙印象城"", ""distance_m"": 5018.7, ""mall_city"": ""宁波市"", ""mall_addr"": ""中山西路3666号(梁祝地铁站出入口步行90米)""}]"
abbabf76-d398-4d16-89b8-4cdcabd0d04f,Hugo Boss,BOSS合肥砂之船奥特莱斯,中国合肥高新区长宁大道1888号 砂之船奥特莱斯一层1-B04~05,合肥市,31.836566,117.121721,mall_store,True,auto_medium,BOSS合肥砂之船奥特莱斯,MALL_81E4F39F,砂之船(合肥)奥莱,438.5,62.5,mid,token=BOSS合肥砂之船奥特莱斯,"[{""mall_id"": ""MALL_81E4F39F"", ""mall_name"": ""砂之船(合肥)奥莱"", ""distance_m"": 438.5, ""mall_city"": ""合肥市"", ""mall_addr"": ""长宁大道1888号""}, {""mall_id"": ""MALL_F582B197"", ""mall_name"": ""龙湖合肥高新天街"", ""distance_m"": 1444.3, ""mall_city"": ""合肥市"", ""mall_addr"": ""长江西路与石莲北路交叉口(2号线桂庄站B出口对面)""}, {""mall_id"": ""MALL_02330A9F"", ""mall_name"": ""龙湖合肥欢肆"", ""distance_m"": 3007.0, ""mall_city"": ""合肥市"", ""mall_addr"": ""复兴路与金茂湾东支路交叉口西南160米""}, {""mall_id"": ""MALL_76E35F93"", ""mall_name"": ""百大奥莱生活广场"", ""distance_m"": 5138.4, ""mall_city"": ""合肥市"", ""mall_addr"": ""高新区明珠路88号""}, {""mall_id"": ""MALL_FF6E6716"", ""mall_name"": ""和源好又多购物广场"", ""distance_m"": 5436.3, ""mall_city"": ""合肥市"", ""mall_addr"": ""明珠大道与翠竹路交汇西南角""}]"
3fc77482-85c2-46f8-96f7-7b5c8b1b9e8e,Xiaomi,小米之家天津市武清区京津公路红街专卖店,杨村街道京津时尚广场红街右侧小米之家（京津时尚广场1-3号楼116,天津市,39.38322,117.076466,mall_store_uncertain,True,auto_low,杨村街道京津时尚广场,MALL_A98EC014,月佳广场,605.7,66.66666666666667,mid,token=杨村街道京津时尚广场,"[{""mall_id"": ""MALL_ED4FAAC0"", ""mall_name"": ""雍阳商城"", ""distance_m"": 466.7, ""mall_city"": ""天津城区"", ""mall_addr"": ""京津时尚广场4号""}, {""mall_id"": ""MALL_314792C7"", ""mall_name"": ""吉祥商城"", ""distance_m"": 531.7, ""mall_city"": ""天津城区"", ""mall_addr"": ""常德大街65号""}, {""mall_id"": ""MALL_A98EC014"", ""mall_name"": ""月佳广场"", ""distance_m"": 605.7, ""mall_city"": ""天津城区"", ""mall_addr"": ""育康园底商""}, {""mall_id"": ""MALL_75967D69"", ""mall_name"": ""银江商城"", ""distance_m"": 796.3, ""mall_city"": ""天津城区"", ""mall_addr"": ""光明道与运河西路交叉口北140米""}, {""mall_id"": ""MALL_C15F44DB"", ""mall_name"": ""红街购物"", ""distance_m"": 814.1, ""mall_city"": ""天津城区"", ""mall_addr"": ""杨村街道常德大街18号""}]"
cd4a96db-c70b-41f5-8878-e34a3d890471,Xiaomi,小米之家天津武清区万达广场专卖店,天津天津市武清区东蒲洼街道福源道万达广场1层1008号商铺,天津市,39.412198,117.062647,mall_store,True,auto_medium,小米之家天津武清区万达广场,MALL_862B954D,天津武清福源万达广场,775.7,84.21052631578947,mid,token=小米之家天津武清区万达广场,"[{""mall_id"": ""MALL_862B954D"", ""mall_name"": ""天津武清福源万达广场"", ""distance_m"": 775.7, ""mall_city"": ""天津城区"", ""mall_addr"": ""武清开发区福源道24号""}, {""mall_id"": ""MALL_C09A2B49"", ""mall_name"": ""西西里广场"", ""distance_m"": 1902.8, ""mall_city"": ""天津城区"", ""mall_addr"": ""曹园路祥福园小区西侧约70米""}, {""mall_id"": ""MALL_DA3937BF"", ""mall_name"": ""荔隆广场"", ""distance_m"": 2495.7, ""mall_city"": ""天津城区"", ""mall_addr"": ""泉州北路18号""}, {""mall_id"": ""MALL_75967D69"", ""mall_name"": ""银江商城"", ""distance_m"": 2871.9, ""mall_city"": ""天津城区"", ""mall_addr"": ""光明道与运河西路交叉口北140米""}, {""mall_id"": ""MALL_ED4FAAC0"", ""mall_name"": ""雍阳商城"", ""distance_m"": 3427.2, ""mall_city"": ""天津城区"", ""mall_addr"": ""京津时尚广场4号""}]"
7f94c5d9-f31b-4dc4-9b44-f0eb3976dab3,Xiaomi,小米之家山西长治潞州区金威商城专卖店,山西省长治市潞州区东街街道金威商城一楼小米之家,长治市,36.188013,113.118694,mall_store_uncertain,True,auto_low,小米之家山西长治潞州区金威商城,MALL_2A973032,佳威商城,639.7,85.71428571428572,mid,token=小米之家山西长治潞州区金威商城,"[{""mall_id"": ""MALL_C240796D"", ""mall_name"": ""君悦·新天地"", ""distance_m"": 417.2, ""mall_city"": ""长治市"", ""mall_addr"": ""长兴中路619号""}, {""mall_id"": ""MALL_BC2B9383"", ""mall_name"": ""百佳购物中心"", ""distance_m"": 463.3, ""mall_city"": ""长治市"", ""mall_addr"": ""英雄中路146号-204号""}, {""mall_id"": ""MALL_2D8AD8D4"", ""mall_name"": ""供销大厦"", ""distance_m"": 545.2, ""mall_city"": ""长治市"", ""mall_addr"": ""英雄中路350号""}, {""mall_id"": ""MALL_A51F16C0"", ""mall_name"": ""嘉汇购物广场"", ""distance_m"": 572.0, ""mall_city"": ""长治市"", ""mall_addr"": ""英雄中路东侧336号(英雄台公交站台对面)""}, {""mall_id"": ""MALL_2A973032"", ""mall_name"": ""佳威商城"", ""distance_m"": 639.7, ""mall_city"": ""长治市"", ""mall_addr"": ""英雄中路(329号)""}]"
20d42760-8eba-4ff6-bb78-9c174c29d322,Xiaomi,小米之家内蒙古包头青山区北京华联购物中心专卖店,内蒙古包头市青山区科学路街道内蒙古自治区包头市青山区钢铁大街7号BHG Mall北京华联包头购物中心北门小米之家,包头市,40.663428,109.866519,mall_store_uncertain,True,auto_low,小米之家内蒙古包头青山区北京华联购物中心,MALL_8AAA9975,正翔湾购物中心,759.3,72.72727272727273,mid,token=小米之家内蒙古包头青山区北京华联购物中心,"[{""mall_id"": ""MALL_7D0760A6"", ""mall_name"": ""九星国际广场"", ""distance_m"": 499.9, ""mall_city"": ""包头市"", ""mall_addr"": ""富强路十号街坊十九栋底店(专业投影音响)""}, {""mall_id"": ""MALL_8AAA9975"", ""mall_name"": ""正翔湾购物中心"", ""distance_m"": 759.3, ""mall_city"": ""包头市"", ""mall_addr"": ""富强路""}, {""mall_id"": ""MALL_B1F0D635"", ""mall_name"": ""青山一百购物中心"", ""distance_m"": 1084.1, ""mall_city"": ""包头市"", ""mall_addr"": ""文化路78号""}, {""mall_id"": ""MALL_AD0326D3"", ""mall_name"": ""万达广场"", ""distance_m"": 1235.8, ""mall_city"": ""包头市"", ""mall_addr"": ""青年路26号""}, {""mall_id"": ""MALL_27748548"", ""mall_name"": ""宝琳新街"", ""distance_m"": 1287.3, ""mall_city"": ""包头市"", ""mall_addr"": ""文化路65号""}]"
9281f07b-0c17-43e4-b025-9f05e73fdffb,Xiaomi,小米之家辽宁沈阳苏家屯区枫杨路苏宁购物广场专卖店,民主街道枫杨路69号苏宁易购广场一楼115、116商铺小米之家,沈阳市,41.665123,123.345853,mall_store_uncertain,True,auto_low,小米之家辽宁沈阳苏家屯区枫杨路苏宁购物广场,MALL_5A0BB604,永盛休闲购物广场,560.0,66.66666666666667,mid,token=小米之家辽宁沈阳苏家屯区枫杨路苏宁购物广场,"[{""mall_id"": ""MALL_5D6D5B17"", ""mall_name"": ""华苑商场"", ""distance_m"": 312.9, ""mall_city"": ""沈阳市"", ""mall_addr"": ""海棠街39号""}, {""mall_id"": ""MALL_421C0F14"", ""mall_name"": ""华人商业大厦B座"", ""distance_m"": 447.9, ""mall_city"": ""沈阳市"", ""mall_addr"": ""芙蓉街176号苏新购物广场""}, {""mall_id"": ""MALL_5A0BB604"", ""mall_name"": ""永盛休闲购物广场"", ""distance_m"": 560.0, ""mall_city"": ""沈阳市"", ""mall_addr"": ""白杨路51号""}, {""mall_id"": ""MALL_2548CD59"", ""mall_name"": ""公园商场"", ""distance_m"": 683.4, ""mall_city"": ""沈阳市"", ""mall_addr"": ""雪松路23号""}, {""mall_id"": ""MALL_1F2E8481"", ""mall_name"": ""1克拉生活广场"", ""distance_m"": 1494.2, ""mall_city"": ""沈阳市"", ""mall_addr"": ""枫杨路107号-1""}]"
0b25d403-8e6e-4438-a789-a001b8bfb631,Xiaomi,小米之家辽宁大连中山区佳兆业广场专卖店,辽宁省大连市中山区天津街271号佳兆业广场1楼L116B号,大连市,38.927267,121.644523,mall_store_uncertain,True,auto_low,小米之家辽宁大连中山区佳兆业广场,MALL_DC563963,天和广场,541.2,66.66666666666667,mid,token=小米之家辽宁大连中山区佳兆业广场,"[{""mall_id"": ""MALL_1941FB56"", ""mall_name"": ""天植商城"", ""distance_m"": 375.3, ""mall_city"": ""大连市"", ""mall_addr"": ""天津街135号""}, {""mall_id"": ""MALL_DE072921"", ""mall_name"": ""友谊商城"", ""distance_m"": 516.4, ""mall_city"": ""大连市"", ""mall_addr"": ""人民路8号(中山广场地铁站B1口步行60米)""}, {""mall_id"": ""MALL_DC563963"", ""mall_name"": ""天和广场"", ""distance_m"": 541.2, ""mall_city"": ""大连市"", ""mall_addr"": ""天津街207-16号""}, {""mall_id"": ""MALL_7DBB977D"", ""mall_name"": ""大连时代广场"", ""distance_m"": 599.3, ""mall_city"": ""大连市"", ""mall_addr"": ""人民路50号""}, {""mall_id"": ""MALL_F5D7C568"", ""mall_name"": ""伊歌美惠富丽华全球购生活馆"", ""distance_m"": 657.6, ""mall_city"": ""大连市"", ""mall_addr"": ""大连富丽华大酒店西楼商场""}]"
8b7a9308-0606-4100-b325-bbab3cadb33c,Xiaomi,小米之家锦州古塔区锦绣前程购物中心专卖店,辽宁锦州市古塔区古城街道辽宁省锦州市古塔区古城街道解放路179号,锦州市,41.12133,121.145305,mall_store_uncertain,True,auto_low,小米之家锦州古塔区锦绣前程购物中心,MALL_33E3BE43,青山购物中心,438.2,80.0,mid,token=小米之家锦州古塔区锦绣前程购物中心,"[{""mall_id"": ""MALL_191BCA7E"", ""mall_name"": ""影都商城"", ""distance_m"": 356.2, ""mall_city"": ""锦州市"", ""mall_addr"": ""和平路与中央大街交叉口东60米""}, {""mall_id"": ""MALL_619D4946"", ""mall_name"": ""群光汇"", ""distance_m"": 369.2, ""mall_city"": ""锦州市"", ""mall_addr"": ""延安路客运站西行100米""}, {""mall_id"": ""MALL_65B9739B"", ""mall_name"": ""千盛购物广场(中央大街)"", ""distance_m"": 376.8, ""mall_city"": ""锦州市"", ""mall_addr"": ""上海路4-2号""}, {""mall_id"": ""MALL_33E3BE43"", ""mall_name"": ""青山购物中心"", ""distance_m"": 438.2, ""mall_city"": ""锦州市"", ""mall_addr"": ""中央大街三段36号付2号""}, {""mall_id"": ""MALL_1B6CB1AC"", ""mall_name"": ""锦州地下商场"", ""distance_m"": 468.7, ""mall_city"": ""锦州市"", ""mall_addr"": ""中央大街三段21号""}]"
4fe64963-d1c6-4743-8076-acef62ff89c2,Xiaomi,小米之家吉林吉林船营区时代购物广场专卖店,吉林市船营区大东门时代购物广场一楼正门入口处,吉林市,43.851593,126.565253,mall_store,True,auto_medium,小米之家吉林吉林船营区时代购物广场,MALL_169709CF,吉林财富购物广场,539.3,66.66666666666667,mid,token=小米之家吉林吉林船营区时代购物广场,"[{""mall_id"": ""MALL_6175D917"", ""mall_name"": ""新东商场"", ""distance_m"": 270.7, ""mall_city"": ""吉林市"", ""mall_addr"": ""重庆路1098号""}, {""mall_id"": ""MALL_73F9F462"", ""mall_name"": ""东市商场B座"", ""distance_m"": 303.5, ""mall_city"": ""吉林市"", ""mall_addr"": ""吉林省吉林市昌邑区站前街道东市商场B座""}, {""mall_id"": ""MALL_C70FD3C0"", ""mall_name"": ""吉林市国贸购物中心"", ""distance_m"": 328.2, ""mall_city"": ""吉林市"", ""mall_addr"": ""吉林东市商贸示范区(特殊街道)重庆街1188号""}, {""mall_id"": ""MALL_8CCD5389"", ""mall_name"": ""时尚百货购物街"", ""distance_m"": 538.5, ""mall_city"": ""吉林市"", ""mall_addr"": ""重庆街1367号吉林财富购物广场F1层""}, {""mall_id"": ""MALL_169709CF"", ""mall_name"": ""吉林财富购物广场"", ""distance_m"": 539.3, ""mall_city"": ""吉林市"", ""mall_addr"": ""重庆街1367号""}]"
