brand,store_id,store_name,store_city,store_type,mall_id,mall_name,mall_city,current_store_to_mall_m,orig_distance_m,amap_store_name,amap_store_address,amap_store_lat,amap_store_lng,amap_store_score,amap_mall_name,amap_mall_address,amap_mall_lat,amap_mall_lng,amap_mall_score,dist_store_to_amap_store_m,dist_store_to_amap_mall_m,dist_amap_store_to_amap_mall_m,new_best_dist_m,improvement_m,suggestion
DJI,1b34d3c6-418b-45cf-bce9-bf1f37576a7c,绍兴银泰城授权体验店,绍兴市,授权体验店,MALL_00128,金帝·银泰城,绍兴市,56628.0,56628.0,DJI大疆(绍兴银泰城授权体验店),塔山街道解放南路777号银泰城1层1042室,29.985037,120.578979,15,金帝·银泰城,解放南路777号,29.985424,120.578763,30.0,56670.9,56628.0,47.7,47.7,56580.3,显著优化建议修正
DJI,29fed156-f176-4626-a5de-45a9068f66f8,青岛城阳万象汇授权体验店,青岛市,授权体验店,MALL_00504,城阳万象汇,青岛市,25283.3,25283.3,DJI大疆(青岛城阳万象汇授权体验店),正阳中路157号城阳万象汇1层L119,36.307177,120.4142,15,城阳万象汇,正阳中路157号L330,36.306827,120.414533,30.0,25318.8,25283.3,49.0,49.0,25234.3,显著优化建议修正
DJI,a5e32189-64b1-4b7b-8f13-6920b21a8dfb,北京清河万象汇授权体验店,北京市,授权体验店,MALL_00247,北京清河万象汇西区,北京市,56675.2,56675.2,DJI大疆(北京清河万象汇授权体验店),清河中街68号北京清河万象汇西区L1层L125,40.029954,116.333213,15,北京清河万象汇西区,清河中街68号清河万象汇F1,40.030199,116.3327,30.0,56659.2,56675.2,51.6,51.6,56623.6,显著优化建议修正
DJI,b764f580-bcf8-44c4-ae4b-0d829d4356d4,桂林万象城授权体验店,桂林市,授权体验店,MALL_00405,桂林万象城,桂林市,2298.3,2298.3,DJI大疆(桂林万象城授权体验店),红岭路1号万象城1楼132商铺(调色师对面),25.262618,110.269833,15,桂林万象城,红岭路1号,25.262813,110.269287,30.0,2240.1,2298.3,59.1,59.1,2239.2,可优化(已在2km内)
DJI,cf52260f-dc4d-49fc-9665-733f47f3b5f0,西安万象天地授权体验店,西安市,授权体验店,MALL_00370,西安万象天地,西安市,14843.7,14843.7,DJI大疆(西安万象天地授权体验店),雁展路1111号西安万象天地L137号铺,34.199477,108.952278,15,西安万象天地,雁展路1111号(电视塔地铁站C东南口步行350米),34.199381,108.951634,30.0,14880.3,14843.7,60.3,60.3,14783.4,显著优化建议修正
DJI,a328ddc9-4ec8-4d2f-b33e-20b50112c6ff,西安高新万达ONE授权体验店,西安市,授权体验店,MALL_00220,万达广场(西安高新店),西安市,7867.4,7867.4,DJI 大疆(西安高新万达ONE授权体验店),唐延路与科技七路交汇处高新万达广场一楼1066A,34.208221,108.892383,15,万达广场(西安高新店),唐延路与科技七路交汇处,34.208308,108.89162,30.0,7810.3,7867.4,71.0,71.0,7796.4,显著优化建议修正
DJI,69935c83-0d2c-4935-8ffd-51ce937b0597,东莞松山湖万象汇授权体验店,东莞市,授权体验店,MALL_00291,东莞松山湖万象汇,东莞市,47386.0,47386.0,DJI大疆(东莞松山湖万象汇授权体验店),松山湖万象汇一层L114,22.956393,113.896428,15,东莞松山湖万象汇,,22.956931,113.896049,30.0,47314.9,47386.0,71.1,71.1,47314.9,显著优化建议修正
DJI,0f0dce6b-94aa-414c-b380-4063e6345472,武汉金银潭永旺梦乐城授权体验店,武汉市,授权体验店,MALL_00319,永旺梦乐城(武汉金银潭店),武汉市,2800.2,2800.2,DJI大疆(武汉金银潭永旺梦乐城授权体验店),金银潭大道1号永旺梦乐城1层134,30.650267,114.237111,15,永旺梦乐城(武汉金银潭店),将军路街办事处金银潭大道1号,30.650288,114.237878,30.0,2869.3,2800.2,73.6,73.6,2726.6,可优化(已在2km内)
DJI,c2415a62-2020-4dad-8b57-8f61b5e45da4,兰州城关万达授权体验店,兰州市,授权体验店,MALL_00580,万达广场(兰州城关店),兰州市,3971.6,3971.6,vivo官方授权体验店(兰州城关万达店),天水北路景观大道旁(万达广场一层1011A),36.06352,103.86398,10,万达广场(兰州城关店),天水北路68号,36.063449,103.86313,30.0,4045.4,3971.6,77.0,77.0,3894.6,可优化(已在2km内)
DJI,f7a854e5-591b-4f2c-97cb-47acc14a1379,重庆悦荟购物中心授权体验店,重庆市,授权体验店,MALL_00188,重庆悦荟购物中心,重庆市,5265.3,5265.3,DJI大疆(重庆悦荟购物中心授权体验店),悦荟购物中心3号门UG层大疆授权体验店,29.571571,106.498085,15,重庆特产超市(重庆悦荟购物中心店),红石路37号重庆悦荟购物中心F1层,29.570907,106.498371,30.0,5183.3,5151.9,78.6,78.6,5186.7,显著优化建议修正
DJI,641a9e45-6f7a-4446-ac0f-0c9263b815c3,长沙北辰荟授权体验店,长沙市,授权体验店,MALL_00579,长沙北辰荟,长沙市,6320.3,6320.3,DJI大疆(长沙北辰荟授权体验店),湘江北路1500号北辰三角洲北辰荟商场G层-13铺位,28.237807,112.978433,15,大悦城原匠(长沙北辰荟店),湘江北路1500号长沙北辰荟,28.23857,112.978583,30.0,6410.0,6492.8,85.8,85.8,6234.5,显著优化建议修正
DJI,e8be0662-81c1-4ed5-b4e8-ebeaf5c33273,北京朝阳大悦城授权体验店,北京市,授权体验店,MALL_00270,朝阳大悦城,北京市,4359.0,4359.0,DJI大疆(北京朝阳大悦城授权体验店),北京城区朝阳北路99号楼、101号楼-1层-101内B1-05,39.924014,116.518194,15,朝阳大悦城,朝阳北路101号,39.924544,116.519009,30.0,4443.7,4359.0,91.2,91.2,4267.8,可优化(已在2km内)
DJI,a31f741b-5956-42c3-91c0-f6235cdf1f56,阜阳商厦中心授权体验店,阜阳市,授权体验店,MALL_00513,阜阳商厦中心,阜阳市,2206.0,2206.0,DJI 大疆(阜阳商厦中心授权体验店),阜阳商厦中心一楼L1011号商铺,32.892165,115.797262,15,阜阳商厦中心,七彩城,32.891951,115.796314,30.0,2124.6,2206.0,91.8,91.8,2114.2,可优化(已在2km内)
DJI,8728c533-544a-4b36-bfa7-b51953b5d180,江阴南门八佰伴授权体验店,无锡市,授权体验店,MALL_00150,八佰伴A馆,无锡市,41565.0,41565.0,DJI大疆(江阴南门八佰伴授权体验店),八佰伴南门店一层1015,31.897795,120.270365,15,八佰伴城市超市(八佰伴A馆店),虹桥南路256八佰伴A馆B1层,31.898565,120.269947,30.0,41599.6,41673.1,94.1,94.1,41470.9,显著优化建议修正
DJI,052378e4-8698-4be5-8c6e-d50a286a8f1c,无锡八佰伴中心授权体验店,无锡市,授权体验店,MALL_00263,八佰伴中心,无锡市,4269.3,4269.3,DJI大疆(无锡八佰伴中心授权体验店),东亭街锡沪路东亭西段1号八佰伴中心L1008商铺,31.584986,120.350246,15,八佰伴中心,东亭街道锡沪路东亭西段1号(柏庄地铁站出入口旁),31.584992,120.349249,30.0,4357.4,4269.3,94.6,94.6,4174.7,可优化(已在2km内)
DJI,2735c911-4656-4ade-9d36-bd6652d065c7,乌鲁木齐汇嘉时代授权体验店,乌鲁木齐市,授权体验店,MALL_00179,汇嘉时代广场(北京路店),乌鲁木齐市,10143.6,10143.6,DJI大疆(乌鲁木齐汇嘉时代授权体验店),北京路汇嘉时代广场1F 6号门入口,43.875485,87.557541,15,汇嘉时代广场(北京路店),北京中路147号,43.876141,87.556763,30.0,10048.8,10143.6,96.0,96.0,10047.6,显著优化建议修正
Insta360,a5664272-adfb-4d7e-a210-851480403a26,影石Insta360上海北外滩来福士授权体验店,上海市,授权专卖店,MALL_00551,北外滩来福士广场,上海市,8494.1,8494.1,影石Insta360上海北外滩来福士店,东大名路999号来福士广场L1-26B(海门路3号门),31.253368,121.507818,15,北外滩来福士广场,东大名路999号(提篮桥地铁站3号口旁),31.252638,121.50726,30.0,8576.4,8494.1,96.8,96.8,8397.3,显著优化建议修正
DJI,59a588c9-3c14-4177-8069-481dc00c9d76,贵阳荔星中心授权体验店,贵阳市,授权体验店,MALL_00004,荔星中心,贵阳市,8492.4,8492.4,DJI大疆(贵阳荔星中心授权体验店),荔星中心一楼外场128号,26.609734,106.646784,15,荔星中心,黔灵山路266号,26.610024,106.647886,30.0,8567.4,8492.4,114.4,114.4,8378.0,显著优化建议修正
DJI,576f3fe1-33f4-4456-bc71-1724d2832720,北京京西大悦城授权体验店,北京市,授权体验店,MALL_00415,京西大悦城,北京市,20370.9,20370.9,DJI大疆(北京京西大悦城授权体验店),北京城区阜石路173号院1号楼一层27B,39.925482,116.18195,15,京西大悦城,阜石路173号院1号楼(苹果园地铁站J口步行100米),39.925501,116.183412,30.0,20491.1,20370.9,125.0,125.0,20245.9,显著优化建议修正
DJI,98726a43-e8e8-407e-b86b-acbd8ae0e8fa,泰安万达授权体验店,泰安市,授权体验店,MALL_00316,泰安万达广场,泰安市,12839.7,12839.7,DJI大疆(泰安万达授权体验店),泰山大街566号万达广场1层1003B、1005,36.18016,117.088079,15,泰安万达广场,泰山大街566号,36.181292,117.08786,30.0,12712.6,12839.7,127.1,127.1,12712.6,显著优化建议修正
DJI,f0f2bc37-7287-4a49-982b-0a109bf4b46a,苏州大悦城授权体验店,苏州市,授权体验店,MALL_00062,苏州大悦城,苏州市,3186.4,3186.4,DJI大疆(苏州大悦城授权体验店),御窑路1999号苏州大悦城L1-61号,31.401797,120.607731,15,苏州大悦城,御窑路1999号(龙道浜地铁站2号东南口步行250米),31.401503,120.606372,30.0,3159.7,3186.4,133.3,133.3,3053.1,可优化(已在2km内)
DJI,c778e4d3-d1e7-4f75-b505-e8e60b86ec1d,重庆IFS国金中心授权体验店,重庆市,授权体验店,MALL_00080,重庆IFS国金中心,重庆市,8277.6,8277.6,DJI大疆(重庆IFS国金中心授权体验店),庆云路1号IFS国金中心L118b号(华为甄选店旁),29.577205,106.573377,15,重庆IFS国金中心,庆云路1号(江北城地铁站4号口步行180米),29.575714,106.57343,30.0,8407.5,8277.6,165.4,165.4,8112.2,显著优化建议修正
DJI,dc590a5a-93d0-4999-875d-c37c70b4bb0a,深圳卓悦中心授权高级体验店,深圳市,授权体验店,MALL_00130,卓悦中心,深圳市,3599.9,3599.9,DJI大疆(深圳卓悦中心授权高级体验店),深南大道2005号One Avenue卓悦中心B1层B158,22.536463,114.065851,15,x11潮玩集合(深圳One Avenue·卓悦中心店),福华一路348号卓悦中心北区L1层,22.538056,114.065013,30.0,3579.2,3400.8,196.3,196.3,3403.6,可优化(已在2km内)
DJI,7db68d5b-6ec1-407a-9d4f-e73ee0e56d5c,西宁城东吾悦授权体验店,西宁市,授权体验店,MALL_00419,吾悦广场,西宁市,10778.1,10778.1,vivo官方授权体验店(西宁城东吾悦店),八一路街道吾悦广场一楼,36.584578,101.837793,10,吾悦广场(西宁城北店),小桥大街121号,36.657852,101.755954,30.0,10868.2,236.6,10941.1,236.6,10541.5,显著优化建议修正
Insta360,7f209798-d0dc-43e2-819f-451f9d0352a2,北京五棵松雅奇昕荟售点1,北京市,nan,MALL_00883,北京五棵松万达广场,北京市,2125.9,2125.9,五棵松,西四环中路出口与西四环中路辅路交叉口东340米,39.910244,116.27768,10,北京五棵松万达广场,复兴路69号,39.91324,116.27755,30.0,2437.9,2125.9,332.8,332.8,1793.1,可优化(已在2km内)
DJI,f21fbb8e-ecd4-478d-9583-099e916bf04a,DJI大疆 深圳旗舰店,深圳市,授权体验店,MALL_00597,深圳欢乐海岸,深圳市,5913.2,5913.2,,,,,,屈臣氏(O’PLAZA欢乐海岸购物中心店),白石路东8号欢乐海岸购物中心负一层G-016A/017号铺,22.525539,113.989316,10.0,,548.7,,548.7,5364.5,显著优化建议修正
DJI,31294532-da34-4429-abcd-d2f9b852957f,广州白云湖金铂天地授权体验店,广州市,授权体验店,MALL_00244,广州市白云区机场,广州市,2322.3,2322.3,DJI大疆(广州白云湖金铂天地授权体验店),白云湖街机场路2829号白云湖金铂天地一楼111档大疆,23.226271,113.260501,15,,,,,,1237.7,,,1237.7,1084.6,可优化(已在2km内)
DJI,e6d15fc2-dfc6-4999-8898-751d01f415f7,重庆金开爱琴海授权体验店,重庆市,授权体验店,MALL_00493,重庆金开爱琴海,重庆市,2112.9,2112.9,,,,,,重庆金开爱琴海购物中心,金开大道1003号,29.641895,106.548538,30.0,,2112.9,,2112.9,0.0,有一定改善(需人工看)
DJI,52474b93-3bc6-40f5-aecb-174543fa6ff5,石家庄北国商城授权体验店,石家庄市,授权体验店,MALL_00272,北国商城,石家庄市,2273.8,2273.8,DJI大疆(石家庄北国商城授权体验店),建设南大街中山东路188号北国商城二期1楼中厅旁L175号,38.042097,114.51014,15,,,,,,2242.6,,,2242.6,31.2,有一定改善(需人工看)
DJI,8579fd22-b724-4e9f-bdaf-c219384dea30,佛山三水万达授权体验店,佛山市,授权体验店,MALL_00283,佛山三水万达,佛山市,2859.7,2859.7,,,,,,佛山三水万达广场,南丰大道13号,23.178118,112.904119,30.0,,2859.7,,2859.7,-0.0,改善有限或更差
DJI,a22def8a-8b44-48e7-99fa-1f335d05af29,天津滨海万达广场授权体验专区,天津市,授权体验店,MALL_00017,万达广场(天津滨海店),天津市,2888.1,2888.1,,,,,,万达广场(天津滨海店),洞庭路4572号,39.015602,117.680368,30.0,,2888.1,,2888.1,0.0,有一定改善(需人工看)
DJI,012f71f8-5054-494e-9c9e-cba7160cbf87,武汉光谷世界城授权体验店,武汉市,授权体验店,MALL_00186,世界城广场,武汉市,3137.1,3137.1,DJI大疆 武汉光谷世界城授权体验店,珞喻路766号光谷世界城广场1楼GC165GC170号,30.506254,114.405624,15,,,,,,3173.6,,,3173.6,-36.5,改善有限或更差
DJI,213eb871-dfe7-407e-98fb-a0755cc63b47,山东黄岛梦乐城授权体验店,青岛市,授权体验店,MALL_00440,永旺梦乐城西馆,青岛市,3723.2,3723.2,DJI大疆(山东黄岛梦乐城授权体验店),漓江西路1669号永旺梦乐城1层116号,35.931871,120.16437,15,,,,,,3736.7,,,3736.7,-13.5,改善有限或更差
Insta360,b1d870af-d4be-4e89-a1c2-42e4f8a2d4fe,影石Insta360西宁王府井授权体验店,西宁市,授权专卖店,MALL_00170,王府井百货B馆,西宁市,5153.5,5153.5,,,,,,王府井百货B馆,西大街42号,36.621458,101.777462,25.0,,5153.5,,5153.5,0.0,有一定改善(需人工看)
DJI,d5700946-e4d4-441f-b8e5-29a39dbbcd2e,重庆江岸天街授权体验店,重庆市,授权体验店,MALL_00500,重庆江岸天街,重庆市,5297.9,5297.9,,,,,,龙湖重庆江岸天街,江南大道15号,29.527506,106.570122,30.0,,5297.9,,5297.9,-0.0,改善有限或更差
DJI,d19b35e0-fdff-47cd-8211-709fe9d4d434,合肥万象城授权高级体验店,合肥市,授权体验店,MALL_00246,合肥万象城,合肥市,6207.8,6207.8,,,,,,合肥万象城,潜山路111号,31.799481,117.230754,30.0,,6207.8,,6207.8,0.0,有一定改善(需人工看)
DJI,224ae8e5-78d8-44ac-b1db-c750d23cde5b,武汉壹方天地授权体验店,武汉市,授权体验店,MALL_00070,武汉天地壹方购物中心,武汉市,6828.8,6828.8,DJI大疆(武汉壹方天地授权体验店),中山大道1515号武汉天地壹方南馆L1-19B铺位,30.610605,114.310373,15,,,,,,6795.8,,,6795.8,33.0,有一定改善(需人工看)
DJI,1704b13c-5a31-4d7a-9956-3b7f1d71396e,DJI 大疆|哈苏 上海前滩太古里概念店,上海市,授权体验店,MALL_00592,上海新天地新里,上海市,9786.4,9786.4,,,,,,上海新天地新里,黄陂南路388号(一大会址·新天地地铁站1号口步行430米),31.219534,121.475571,25.0,,6969.6,,6969.6,2816.8,有一定改善(需人工看)
DJI,a8ffd95a-408c-4227-8f41-59eb12c01e54,成都悠方授权体验店,成都市,授权体验店,MALL_00601,成都悠方广场,成都市,8738.8,8738.8,特斯拉成都悠方购物中心体验店,交子大道300号,30.583039,104.056868,10,,,,,,9038.5,,,9038.5,-299.7,改善有限或更差
DJI,7cc1c1fe-a86a-4a2c-9619-f48b5dc5b56f,佛山映月湖环宇城授权体验店,佛山市,授权体验店,MALL_00317,中海寰宇天地(千灯湖环宇城店),佛山市,9607.9,9607.9,,,,,,中海寰宇天地(千灯湖环宇城店),桂澜中路18号(近地铁礌岗站B出口),23.043588,113.156846,30.0,,9607.9,,9607.9,0.0,有一定改善(需人工看)
DJI,0a9e1564-f33b-4a52-900b-0bd89431bf28,贵阳万象汇授权体验店,贵阳市,授权体验店,MALL_00622,贵阳万象汇,贵阳市,10130.3,10130.3,DJI大疆(贵阳万象汇授权体验店),万象汇LG165大疆授权体验店,26.621102,106.621838,15,,,,,,10250.4,,,10250.4,-120.1,改善有限或更差
DJI,32c0e645-52e7-4df5-b9b3-bf11e42ed741,拉萨柳梧万达授权体验店,拉萨市,授权体验店,MALL_00027,拉萨柳梧万达广场,拉萨市,10909.1,10909.1,DJI大疆(拉萨柳梧万达授权体验店),柳梧新区万达广场一楼2号门1022商铺(近2号门),29.637771,91.102027,15,,,,,,10859.5,,,10859.5,49.6,有一定改善(需人工看)
DJI,fa0ed8b8-922b-4618-b4b1-ab1692adcea8,郑州正弘汇授权体验店,郑州市,授权体验店,MALL_00055,郑州正弘汇,郑州市,11126.6,11126.6,DJI大疆(郑州正弘汇授权体验店),郑州高新区正弘汇商业中心1层L160号商铺,34.808911,113.566287,15,郑州正弘汇,科学大道与瑞达路交叉口西北角,34.808911,113.566287,20.0,11126.6,11126.6,0.0,11126.6,-0.0,改善有限或更差
DJI,210b0b9d-c04e-4f36-85cb-d13d107ccbd8,南昌万象城授权体验店,南昌市,授权体验店,MALL_00518,南昌万象城,南昌市,11789.1,11789.1,DJI大疆(南昌万象城授权体验店),红谷滩区江西省南昌市红谷滩区红谷滩区学府大道388号万象城商业中心负一楼B143商铺,28.654759,115.847942,18,,,,,,11762.3,,,11762.3,26.8,有一定改善(需人工看)
DJI,b84ba91d-cef8-46d4-86d5-f37226696bdd,长沙步步高星城天地授权体验店,长沙市,授权体验店,MALL_00293,步步高·星城天地,长沙市,16960.2,16960.2,DJI大疆(长沙步步高星城天地授权体验店),湘府东路二段398号步步高星城天地G层048,28.112567,113.015465,15,,,,,,16774.9,,,16774.9,185.3,有一定改善(需人工看)
DJI,4880b959-7922-4277-9a17-ed657676430e,北京京东LIVE双井授权体验店,北京市,授权体验店,MALL_00181,京东MALL(北京双井店),北京市,43043.9,43043.9,,,,,,京东MALL(北京双井店),九龙商厦西1门(九龙山地铁站A西北口步行190米),39.894099,116.474207,30.0,,43043.9,,43043.9,-0.0,改善有限或更差
DJI,ad69c100-b032-4312-920c-ae3d14a5b4ef,郑州郑东万象城授权体验店,郑州市,授权体验店,MALL_00467,郑州郑东万象城,郑州市,44031.1,44031.1,,,,,,郑州郑东万象城,金水东路与东风南路交叉口西南角,34.765546,113.764208,30.0,,44031.1,,44031.1,0.0,有一定改善(需人工看)
DJI,2d1c1a08-d938-46dd-92cc-328bbf6026db,北京市祥云小镇授权体验店,北京市,授权体验店,MALL_00281,中粮·祥云小镇北区,北京市,51220.0,51220.0,,,,,,中粮·祥云小镇北区,安泰大街9号,40.08965,116.536591,25.0,,51220.0,,51220.0,-0.0,改善有限或更差
DJI,a2dcebb9-2f76-4818-87b9-6458835e86fe,广州凯德乐峰广场授权体验店,广州市,授权体验店,MALL_00212,乐峰广场,广州市,52293.9,52293.9,DJI大疆(广州凯德乐峰广场授权体验店),工业大道北106-108号乐峰广场B1层B1-S31、B1-S32,23.088186,113.258981,15,,,,,,52300.5,,,52300.5,-6.6,改善有限或更差
DJI,4a118d5e-8acc-40b3-b108-85546c970a44,信阳西亚城授权体验店,信阳市,授权体验店,MALL_00871,西亚城,信阳市,98744.8,98744.8,联想授权体验店(信阳西亚城店),龙江路西亚城商场L4,32.113425,114.119425,10,,,,,,98743.2,,,98743.2,1.6,有一定改善(需人工看)
Insta360,3d5e9eb2-7abe-4514-9408-78ba9869a3f7,影石Insta360广州百脑汇照材专卖店,广州市,授权专卖店,MALL_00640,天河百脑汇,广州市,75582.9,75582.9,,,,,,,,,,,,,,,,无高德结果
DJI,6a03a118-0665-449f-ac84-5a2ec037a0ea,北京大兴机场授权体验专区,北京市,授权体验店,MALL_00600,北京大兴国际机场航站楼,北京市,63938.6,63938.6,,,,,,,,,,,,,,,,无高德结果
DJI,344e608d-382a-4d0c-8074-b003cd04029c,长沙湘江永旺梦乐城授权体验店,长沙市,授权体验店,MALL_00527,长沙湘江永旺梦乐城,长沙市,4386.7,4386.7,,,,,,,,,,,,,,,,无高德结果
Insta360,a430b889-feb0-49c8-a892-1f34e742c713,影石Insta360北京首都机场T3授权体验店,北京市,授权专卖店,MALL_00533,北京市朝阳区首都机场路首都国际机场,北京市,2837.6,2837.6,,,,,,,,,,,,,,,,无高德结果
Insta360,66eaf480-2546-4205-bd3c-3d0e8d04a54d,影石Insta360北京SKP授权体验店,北京市,授权专卖店,MALL_00335,北京 skp,北京市,2091.1,2091.1,,,,,,,,,,,,,,,,无高德结果
DJI,5a0cde92-cc3a-468a-ac7c-3e14b35ab7bd,郑州机场授权体验专区,郑州市,授权体验店,MALL_00466,河南省郑州市新郑国际机场T2,郑州市,2005.3,2005.3,,,,,,,,,,,,,,,,无高德结果
